Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
FLEX,ACHAT,3.71,53.72999954223633,Hausse,62.8,Technology,4072061.33,71.42857142857143,2025-08-27 23:45:32
GLW,VENTE,-1.91,67.25,Hausse,75.93,Technology,5499493.6,100.0,2025-08-27 23:45:32
HMY,ACHAT,5.38,14.670000076293945,Baisse,46.1,Basic Materials,3508454.73,0.0,2025-08-27 23:45:32
INOD,ACHAT,3.711,39.06999969482422,Baisse,41.65,Technology,2420529.6,66.66666666666666,2025-08-27 23:45:32
MP,ACHAT,5.325,71.4000015258789,Hausse,59.31,Basic Materials,9352031.5,0.0,2025-08-27 23:45:32
NVDA,ACHAT,3.97,181.60000610351562,Hausse,61.57,Technology,158284251.57,66.66666666666666,2025-08-27 23:45:32
OKTA,ACHAT,7.825,93.02999877929688,Hausse,48.13,Technology,4026427.23,75.0,2025-08-27 23:45:32
QCOM,ACHAT,3.19,159.77000427246094,Hausse,57.51,Technology,7963641.87,0.0,2025-08-27 23:45:32
RHM.DE,ACHAT,4.27,1635.5,Baisse,46.36,Industrials,232553.43,80.0,2025-08-27 23:45:32
SAP.DE,ACHAT,9.59,236.39999389648438,Baisse,42.14,Technology,1361399.13,75.0,2025-08-27 23:45:32
SMSN.L,ACHAT,4.528,1257.0,Baisse,50.69,Technology,9964.83,77.77777777777779,2025-08-27 23:45:32
TSM,ACHAT,7.96,239.2899932861328,Hausse,54.05,Technology,7510033.67,66.66666666666666,2025-08-27 23:45:32
WELL,ACHAT,7.88,167.75,Hausse,61.09,Real Estate,2346158.93,0.0,2025-08-27 23:45:32
