Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
0011.HK,ACHAT,3.06,111.4000015258789,Baisse,40.83,Financial Services,2415224.77,0.0,2025-08-30 21:58:52
0038.HK,ACHAT,7.105,7.46999979019165,Hausse,56.25,Industrials,4629465.23,100.0,2025-08-30 21:58:52
0083.HK,ACHAT,8.03,9.260000228881836,Baisse,52.95,Real Estate,6215347.9,0.0,2025-08-30 21:58:52
0101.HK,ACHAT,9.95,7.920000076293945,Hausse,55.47,Real Estate,10666499.87,0.0,2025-08-30 21:58:52
1177.HK,ACHAT,5.715,8.109999656677246,Hausse,63.39,Healthcare,182197594.7,66.66666666666666,2025-08-30 21:58:52
1299.HK,ACHAT,7.76,73.4000015258789,Hausse,52.59,Financial Services,26835725.97,0.0,2025-08-30 21:58:52
1COV.DE,ACHAT,3.98,60.400001525878906,Hausse,50.77,Basic Materials,22583.03,0.0,2025-08-30 21:58:52
2318.HK,ACHAT,3.51,56.29999923706055,Baisse,55.1,Financial Services,53746741.5,0.0,2025-08-30 21:58:52
2628.HK,ACHAT,5.115,24.020000457763672,Hausse,61.43,Financial Services,114803520.2,0.0,2025-08-30 21:58:52
9618.HK,ACHAT,7.14,117.80000305175781,Baisse,41.47,Consumer Cyclical,14824493.13,0.0,2025-08-30 21:58:52
9988.HK,ACHAT,7.02,115.69999694824219,Baisse,47.53,Consumer Cyclical,84720166.47,100.0,2025-08-30 21:58:52
ABR,ACHAT,8.53,11.9399995803833,Hausse,62.04,Real Estate,2665590.0,0.0,2025-08-30 21:58:52
ABT,ACHAT,5.13,132.66000366210938,Hausse,55.3,Healthcare,5725326.67,100.0,2025-08-30 21:58:52
ADYEN.AS,ACHAT,5.33,1434.4000244140625,Baisse,42.62,Technology,82435.57,62.5,2025-08-30 21:58:52
AEM,ACHAT,4.055,144.1699981689453,Hausse,70.87,Basic Materials,2563943.33,0.0,2025-08-30 21:58:52
AG,ACHAT,2.1,9.140000343322754,Hausse,59.26,Basic Materials,15121096.67,100.0,2025-08-30 21:58:52
AGI,ACHAT,3.79,30.450000762939453,Hausse,72.79,Basic Materials,3312136.67,100.0,2025-08-30 21:58:52
AGI.TO,ACHAT,3.79,41.84000015258789,Hausse,73.14,Basic Materials,1022370.0,100.0,2025-08-30 21:58:52
AGO,ACHAT,2.44,82.19999694824219,Baisse,47.6,Financial Services,334526.67,0.0,2025-08-30 21:58:52
