Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
2318.HK,VENTE,-1.21,57.45000076293945,Hausse,61.28,Financial Services,50355617.67,0.0,2025-08-26 20:10:34
ABBN.SW,ACHAT,3.545,54.08000183105469,Hausse,61.03,Industrials,2105873.3,100.0,2025-08-26 20:10:34
AMD,ACHAT,9.68,166.65899658203125,Baisse,52.24,Technology,62829727.93,75.0,2025-08-26 20:10:34
ENR.DE,ACHAT,7.6,93.81999969482422,Baisse,47.24,Industrials,1252514.77,66.66666666666666,2025-08-26 20:10:34
FLEX,ACHAT,4.043,53.9900016784668,Hausse,63.43,Technology,3949748.73,71.42857142857143,2025-08-26 20:10:34
HMY,ACHAT,4.73,14.949999809265137,Baisse,48.75,Basic Materials,3299064.27,0.0,2025-08-26 20:10:34
INGA.AS,VENTE,-3.25,20.8700008392334,Hausse,59.8,Financial Services,7128302.07,100.0,2025-08-26 20:10:34
INOD,ACHAT,3.321,38.60499954223633,Baisse,40.41,Technology,2439577.57,66.66666666666666,2025-08-26 20:10:34
MP,ACHAT,6.595,70.19989776611328,Hausse,57.38,Basic Materials,9376496.07,0.0,2025-08-26 20:10:34
NVDA,ACHAT,3.421,181.58999633789062,Hausse,61.69,Technology,154870565.37,66.66666666666666,2025-08-26 20:10:34
OKTA,ACHAT,8.03,91.08000183105469,Baisse,44.12,Technology,3319067.97,75.0,2025-08-26 20:10:34
QCOM,ACHAT,4.8,159.57000732421875,Hausse,57.21,Technology,7844572.2,0.0,2025-08-26 20:10:34
RHM.DE,ACHAT,4.27,1635.5,Baisse,46.36,Industrials,228983.87,80.0,2025-08-26 20:10:34
SAP.DE,ACHAT,3.62,231.85000610351562,Baisse,36.28,Technology,1325142.27,75.0,2025-08-26 20:10:34
TSM,ACHAT,11.6,238.02999877929688,Hausse,52.57,Technology,7398973.77,66.66666666666666,2025-08-26 20:10:34
WELL,ACHAT,7.784,165.8300018310547,Hausse,57.71,Real Estate,2247201.2,0.0,2025-08-26 20:10:34
