Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
0038.HK,ACHAT,5.6,7.150000095367432,Hausse,50.53,Industrials,4234817.77,0,2025-10-06 23:01:09
0066.HK,ACHAT,5.62,26.34000015258789,Baisse,42.72,Industrials,6285490.47,0,2025-10-06 23:01:09
2020.HK,ACHAT,3.957,91.44999694824219,Baisse,44.65,Consumer Cyclical,10481949.7,0,2025-10-06 23:01:09
3690.HK,ACHAT,4.383,105.5999984741211,Hausse,48.08,Consumer Cyclical,86366636.03,0,2025-10-06 23:01:09
9988.HK,ACHAT,4.37,180.5,Hausse,71.92,Consumer Cyclical,144579505.43,0,2025-10-06 23:01:09
AAL,ACHAT,8.6,11.829999923706055,Baisse,44.69,Industrials,82668107.37,0,2025-10-06 23:01:09
ABBN.SW,ACHAT,5.245,58.86000061035156,Hausse,70.26,Industrials,2032150.7,0,2025-10-06 23:01:09
ADBE,ACHAT,7.4,350.1400146484375,Baisse,46.78,Technology,5030829.73,0,2025-10-06 23:01:09
AG,ACHAT,8.31,12.84000015258789,Hausse,70.65,Basic Materials,23259561.6,0,2025-10-06 23:01:09
AGI,ACHAT,8.31,34.7400016784668,Hausse,65.77,Basic Materials,3972720.17,0,2025-10-06 23:01:09
AGM,VENTE,-5.33,157.50999450683594,Baisse,18.86,Financial Services,77359.7,0,2025-10-06 23:01:09
AGQ,VENTE,-0.59,81.23999786376953,Hausse,76.63,ℹ️Inconnu!!,2440404.73,0,2025-10-06 23:01:09
ALAB,ACHAT,8.69,220.80999755859375,Hausse,57.77,Technology,5914840.07,0,2025-10-06 23:01:09
ALB,ACHAT,7.84,92.02999877929688,Hausse,63.89,Basic Materials,3651792.87,0,2025-10-06 23:01:09
AMZN,ACHAT,5.68,220.89999389648438,Baisse,44.72,Consumer Cyclical,41396606.07,0,2025-10-06 23:01:09
ANF,VENTE,-2.99,77.87999725341797,Baisse,26.14,Consumer Cyclical,1292628.23,0,2025-10-06 23:01:09
ATOM-USD,ACHAT,8.63,4.278295516967773,Hausse,48.38,ℹ️Inconnu!!,123146059.43,0,2025-10-06 23:01:09
BA,ACHAT,9.77,219.72999572753906,Hausse,50.17,Industrials,5903003.53,0,2025-10-06 23:01:09
BMW.DE,ACHAT,8.555,89.27999877929688,Hausse,69.25,Consumer Cyclical,648187.67,0,2025-10-06 23:01:09
BP.L,ACHAT,9.14,432.79998779296875,Hausse,55.28,Energy,19148542.47,0,2025-10-06 23:01:09
BTC,ACHAT,8.595,55.56999969482422,Hausse,69.87,ℹ️Inconnu!!,890227.57,0,2025-10-06 23:01:09
BURL,ACHAT,5.4,262.3699951171875,Hausse,45.73,Consumer Cyclical,664169.17,0,2025-10-06 23:01:09
BYDDF,ACHAT,4.17,14.0,Hausse,49.58,Consumer Cyclical,214962.07,0,2025-10-06 23:01:09
BZ=F,ACHAT,8.51,65.52999877929688,Baisse,43.25,ℹ️Inconnu!!,22995.5,0,2025-10-06 23:01:09
CAR,VENTE,-3.06,148.41000366210938,Baisse,37.13,Industrials,775427.07,0,2025-10-06 23:01:09
CCJ,ACHAT,4.3,85.30999755859375,Hausse,58.41,Energy,4543834.03,0,2025-10-06 23:01:09
CDNS,ACHAT,10.12,353.3599853515625,Hausse,51.35,Technology,1721420.3,0,2025-10-06 23:01:09
CL=F,ACHAT,10.15,61.77000045776367,Baisse,44.34,ℹ️Inconnu!!,232235.23,0,2025-10-06 23:01:09
CMRE,ACHAT,5.62,11.760000228881836,Baisse,47.67,Industrials,473478.27,0,2025-10-06 23:01:09
CRM,ACHAT,10.3,245.77999877929688,Hausse,50.52,Technology,9696915.03,0,2025-10-06 23:01:09
CTSH,ACHAT,8.54,67.80000305175781,Baisse,43.74,Technology,4115760.77,0,2025-10-06 23:01:09
CVX,ACHAT,5.37,154.02000427246094,Baisse,45.04,Energy,7328426.47,0,2025-10-06 23:01:09
DAC,VENTE,-3.06,88.52999877929688,Baisse,34.0,Industrials,67453.8,0,2025-10-06 23:01:09
DAL,ACHAT,11.13,58.2599983215332,Hausse,50.26,Industrials,7233067.17,0,2025-10-06 23:01:09
