Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
0005.HK,ACHAT,7.0,99.5999984741211,Baisse,52.65,Financial Services,16665591.63,100.0,2025-09-04 20:50:05
2382.HK,ACHAT,5.36,77.69999694824219,Baisse,49.1,Technology,11292893.43,100.0,2025-09-04 20:50:05
AAPL,ACHAT,3.12,237.9550018310547,Hausse,68.2,Technology,53784442.67,100.0,2025-09-04 20:50:05
ABT,ACHAT,4.702,132.64999389648438,Hausse,54.84,Healthcare,5202785.13,100.0,2025-09-04 20:50:05
AGX,ACHAT,4.72,236.75,Hausse,56.01,Industrials,345823.1,66.66666666666666,2025-09-04 20:50:05
ALHF.PA,ACHAT,2.67,4.260000228881836,Baisse,42.84,Technology,3750.3,100.0,2025-09-04 20:50:05
ALV.DE,ACHAT,6.5,354.1000061035156,Baisse,44.92,Financial Services,506263.03,71.42857142857143,2025-09-04 20:50:05
AMD,ACHAT,4.667,160.94500732421875,Baisse,46.96,Technology,58849208.33,100.0,2025-09-04 20:50:05
AOS,ACHAT,10.34,72.18000030517578,Hausse,54.49,Industrials,693383.8,100.0,2025-09-04 20:50:05
AVGO,ACHAT,3.543,302.3900146484375,Hausse,55.7,Technology,11838233.33,66.66666666666666,2025-09-04 20:50:05
BARC.L,ACHAT,11.43,370.25,Hausse,54.6,Financial Services,22045027.8,66.66666666666666,2025-09-04 20:50:05
BMW.DE,ACHAT,7.8,88.5999984741211,Baisse,50.67,Consumer Cyclical,540772.5,100.0,2025-09-04 20:50:05
CAP.PA,ACHAT,6.11,122.1500015258789,Baisse,43.58,Technology,299768.1,66.66666666666666,2025-09-04 20:50:05
CAT,ACHAT,5.911,418.5,Baisse,50.8,Industrials,3010096.03,100.0,2025-09-04 20:50:05
CCI,VENTE,-0.34,95.07499694824219,Baisse,33.05,Real Estate,3311084.17,80.0,2025-09-04 20:50:05
COLL,ACHAT,4.664,39.060001373291016,Hausse,65.45,Healthcare,404569.97,100.0,2025-09-04 20:50:05
CRSR,ACHAT,4.41,8.829999923706055,Baisse,48.41,Technology,622841.47,100.0,2025-09-04 20:50:05
CRWD,ACHAT,5.36,414.55999755859375,Baisse,40.03,Technology,3072667.23,100.0,2025-09-04 20:50:05
CSCO,ACHAT,4.646,67.66999816894531,Baisse,47.77,Technology,19436010.0,100.0,2025-09-04 20:50:05
CVS,ACHAT,5.287,73.3949966430664,Hausse,71.75,Healthcare,7512913.7,75.0,2025-09-04 20:50:05
CVX,ACHAT,7.77,158.3699951171875,Hausse,58.57,Energy,7731407.13,0.0,2025-09-04 20:50:05
DBK.DE,ACHAT,9.27,30.260000228881836,Hausse,55.87,Financial Services,4599662.7,80.0,2025-09-04 20:50:05
DHI,ACHAT,6.44,176.42999267578125,Hausse,72.08,Consumer Cyclical,3573277.7,100.0,2025-09-04 20:50:05
DHT,ACHAT,12.66,12.239999771118164,Hausse,69.39,Energy,910140.7,0.0,2025-09-04 20:50:05
DTE.DE,ACHAT,5.78,31.84000015258789,Hausse,60.28,Communication Services,3417449.17,60.0,2025-09-04 20:50:05
EMR,ACHAT,4.97,132.2050018310547,Baisse,45.4,Industrials,2315889.57,66.66666666666666,2025-09-04 20:50:05
ENR.DE,ACHAT,7.39,89.12000274658203,Baisse,42.99,Industrials,1338518.1,100.0,2025-09-04 20:50:05
ETN,ACHAT,5.55,346.7650146484375,Baisse,41.78,Industrials,1473992.97,60.0,2025-09-04 20:50:05
ETOR,VENTE,-2.5,46.099300384521484,Baisse,39.31,Financial Services,729857.1,0.0,2025-09-04 20:50:05
FINV,VENTE,-0.4,7.815000057220459,Baisse,35.28,Financial Services,2120660.37,85.71428571428571,2025-09-04 20:50:05
FRE.DE,ACHAT,5.715,47.18000030517578,Hausse,68.63,Healthcare,680502.27,75.0,2025-09-04 20:50:05
FSK,VENTE,-5.35,17.959999084472656,Baisse,35.48,Financial Services,2137619.43,71.42857142857143,2025-09-04 20:50:05
FSLY,ACHAT,3.73,7.329999923706055,Hausse,52.17,Technology,2675945.73,100.0,2025-09-04 20:50:05
GILT,ACHAT,3.12,9.729999542236328,Hausse,64.7,Technology,719578.77,100.0,2025-09-04 20:50:05
GLW,ACHAT,3.12,69.68000030517578,Hausse,74.99,Technology,6135393.5,100.0,2025-09-04 20:50:05
