Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
2020.HK,ACHAT,4.41,93.19999694824219,Baisse,49.14,Consumer Cyclical,10684163.57,0,2025-09-13 01:39:11
ABBN.SW,ACHAT,6.39,56.79999923706055,Hausse,67.97,Industrials,1799730.2,0,2025-09-13 01:39:11
AMD,ACHAT,8.36,158.57000732421875,Baisse,47.36,Technology,54607275.57,0,2025-09-13 01:39:11
BABA,ACHAT,5.835,155.05999755859375,Hausse,73.85,Consumer Cyclical,15034550.2,0,2025-09-13 01:39:11
EEM,VENTE,-0.59,52.2599983215332,Hausse,76.12,ℹ️Inconnu!!,16851722.27,0,2025-09-13 01:39:11
HMY,ACHAT,7.38,15.010000228881836,Hausse,51.81,Basic Materials,5178161.17,0,2025-09-13 01:39:11
MP,ACHAT,7.77,63.5099983215332,Baisse,42.65,Basic Materials,6372796.27,0,2025-09-13 01:39:11
MSFT,ACHAT,7.89,509.8999938964844,Hausse,53.35,Technology,20093520.37,0,2025-09-13 01:39:11
QBTS,ACHAT,7.47,17.760000228881836,Hausse,59.36,Technology,35159452.43,0,2025-09-13 01:39:11
SMTC,VENTE,-2.25,60.29999923706055,Hausse,63.97,Technology,1385763.0,0,2025-09-13 01:39:11
