Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
0027.HK,ACHAT,5.2,42.060001373291016,Hausse,62.6,Consumer Cyclical,11647263.0,0,2025-09-11 13:44:06
2020.HK,ACHAT,5.68,93.94999694824219,Baisse,50.93,Consumer Cyclical,10582490.93,0,2025-09-11 13:44:06
2319.HK,ACHAT,9.635,15.270000457763672,Baisse,40.4,Consumer Defensive,25370176.47,0,2025-09-11 13:44:06
2385.HK,ACHAT,9.61,6.679999828338623,Hausse,51.19,Consumer Defensive,244973.33,0,2025-09-11 13:44:06
3690.HK,VENTE,-5.67,96.55000305175781,Baisse,29.01,Consumer Cyclical,73940478.23,0,2025-09-11 13:44:06
9988.HK,ACHAT,4.445,143.3000030517578,Hausse,67.85,Consumer Cyclical,114806715.93,0,2025-09-11 13:44:06
ABG,ACHAT,4.699,247.00999450683594,Baisse,50.54,Consumer Cyclical,151126.67,0,2025-09-11 13:44:06
ADYEN.AS,VENTE,-3.509,1357.0,Baisse,36.19,Technology,78763.67,0,2025-09-11 13:44:06
AGX,ACHAT,6.27,225.82000732421875,Hausse,51.03,Industrials,369633.33,0,2025-09-11 13:44:06
AIR.PA,ACHAT,6.309,192.22000122070312,Hausse,64.44,Industrials,813315.77,0,2025-09-11 13:44:06
ALB,ACHAT,6.149,73.31999969482422,Baisse,43.79,Basic Materials,4075970.0,0,2025-09-11 13:44:06
ALTD.PA,ACHAT,5.318,0.03189999982714653,Hausse,57.87,Industrials,10540156.97,0,2025-09-11 13:44:06
AMZN,ACHAT,5.44,230.3300018310547,Hausse,52.4,Consumer Cyclical,38787916.67,0,2025-09-11 13:44:06
AN,ACHAT,6.075,223.25,Hausse,63.81,Consumer Cyclical,254210.0,0,2025-09-11 13:44:06
ANF,ACHAT,5.653,96.3499984741211,Hausse,53.27,Consumer Cyclical,1462616.67,0,2025-09-11 13:44:06
AOS,ACHAT,6.27,72.48999786376953,Hausse,52.67,Industrials,702483.33,0,2025-09-11 13:44:06
BA,ACHAT,5.212,227.52000427246094,Baisse,44.52,Industrials,4085946.67,0,2025-09-11 13:44:06
BABA,ACHAT,6.288,143.92999267578125,Hausse,67.17,Consumer Cyclical,13303093.33,0,2025-09-11 13:44:06
BATS.L,ACHAT,8.04,4159.0,Baisse,51.0,Consumer Defensive,2481301.1,0,2025-09-11 13:44:06
BP.L,ACHAT,6.333,427.70001220703125,Hausse,58.13,Energy,15466505.4,0,2025-09-11 13:44:06
BURL,ACHAT,3.957,279.6499938964844,Baisse,45.87,Consumer Cyclical,699310.0,0,2025-09-11 13:44:06
CARG,ACHAT,5.379,35.400001525878906,Hausse,61.71,Consumer Cyclical,1130150.0,0,2025-09-11 13:44:06
CAT,ACHAT,5.175,422.9100036621094,Hausse,53.19,Industrials,2863166.67,0,2025-09-11 13:44:06
CCJ,ACHAT,4.207,79.47000122070312,Hausse,58.49,Energy,3861850.0,0,2025-09-11 13:44:06
CVNA,ACHAT,4.912,365.1199951171875,Hausse,53.32,Consumer Cyclical,2403300.0,0,2025-09-11 13:44:06
CVX,ACHAT,5.537,157.7899932861328,Hausse,56.31,Energy,7651403.33,0,2025-09-11 13:44:06
DES,ACHAT,5.659,33.86000061035156,Hausse,56.43,ℹ️Inconnu!!,103760.0,0,2025-09-11 13:44:06
DHT,ACHAT,5.745,12.079999923706055,Hausse,57.27,Energy,1118396.67,0,2025-09-11 13:44:06
DIA,ACHAT,6.83,455.92999267578125,Hausse,57.84,ℹ️Inconnu!!,3209723.33,0,2025-09-11 13:44:06
EA,ACHAT,4.3,170.27000427246094,Hausse,54.69,Communication Services,1702296.67,0,2025-09-11 13:44:06
ETH,ACHAT,7.062,40.709999084472656,Baisse,52.26,ℹ️Inconnu!!,3979046.67,0,2025-09-11 13:44:06
ETH-USD,ACHAT,6.31,4415.6162109375,Hausse,54.94,ℹ️Inconnu!!,42352201193.6,0,2025-09-11 13:44:06
F,ACHAT,3.81,11.420000076293945,Baisse,48.81,Consumer Cyclical,49047970.0,0,2025-09-11 13:44:06
FRO,ACHAT,4.662,22.56999969482422,Hausse,68.61,Energy,2260556.67,0,2025-09-11 13:44:06
GASS,ACHAT,5.6,7.329999923706055,Hausse,54.8,Industrials,140510.0,0,2025-09-11 13:44:06
GC=F,VENTE,-7.035,3658.10009765625,Hausse,75.07,ℹ️Inconnu!!,3618.83,0,2025-09-11 13:44:06
GDX,VENTE,-0.629,68.5,Hausse,78.54,ℹ️Inconnu!!,18644426.67,0,2025-09-11 13:44:06
GDXD,VENTE,-1.453,1.25,Baisse,23.99,ℹ️Inconnu!!,13037456.67,0,2025-09-11 13:44:06
GDXJ,VENTE,-0.629,88.08999633789062,Hausse,76.92,ℹ️Inconnu!!,4783566.67,0,2025-09-11 13:44:06
GDXU,VENTE,-0.629,150.3000030517578,Hausse,78.41,ℹ️Inconnu!!,634493.33,0,2025-09-11 13:44:06
GLNG,ACHAT,4.8,41.70000076293945,Baisse,47.69,Energy,1265780.0,0,2025-09-11 13:44:06
GM,ACHAT,5.547,57.34000015258789,Hausse,58.24,Consumer Cyclical,6603090.0,0,2025-09-11 13:44:06
GME,ACHAT,4.383,24.3700008392334,Hausse,60.07,Consumer Cyclical,7892660.0,0,2025-09-11 13:44:06
GOGL.OL,ACHAT,7.91,83.25,Baisse,47.51,Industrials,103434.43,0,2025-09-11 13:44:06
GPI,ACHAT,3.855,470.8299865722656,Hausse,57.02,Consumer Cyclical,136123.33,0,2025-09-11 13:44:06
HD,ACHAT,5.379,413.2300109863281,Hausse,62.91,Consumer Cyclical,3356900.0,0,2025-09-11 13:44:06
HEI.DE,ACHAT,9.772,209.0,Hausse,59.4,Basic Materials,263480.47,0,2025-09-11 13:44:06
HMC,ACHAT,4.912,34.02000045776367,Hausse,55.5,Consumer Cyclical,747293.33,0,2025-09-11 13:44:06
IAU,VENTE,-0.629,68.63999938964844,Hausse,75.37,ℹ️Inconnu!!,5820813.33,0,2025-09-11 13:44:06
IMB.L,ACHAT,6.543,3160.0,Hausse,64.4,Consumer Defensive,1466216.47,0,2025-09-11 13:44:06
JAKK,VENTE,-0.62,17.469999313354492,Baisse,45.52,Consumer Cyclical,96060.0,0,2025-09-11 13:44:06
JD,ACHAT,4.383,33.31999969482422,Hausse,58.57,Consumer Cyclical,11554476.67,0,2025-09-11 13:44:06
KSS,ACHAT,3.764,16.040000915527344,Hausse,63.19,Consumer Cyclical,5978130.0,0,2025-09-11 13:44:06
KTOS,ACHAT,5.6,65.66000366210938,Hausse,55.15,Industrials,2000946.67,0,2025-09-11 13:44:06
LAC,ACHAT,6.149,2.799999952316284,Baisse,46.02,Basic Materials,4219906.67,0,2025-09-11 13:44:06
LAD,ACHAT,6.075,337.07000732421875,Hausse,58.84,Consumer Cyclical,201640.0,0,2025-09-11 13:44:06
LCID,ACHAT,5.44,19.440000534057617,Hausse,44.86,Consumer Cyclical,7886907.67,0,2025-09-11 13:44:06
LEN,ACHAT,6.075,136.5800018310547,Hausse,58.99,Consumer Cyclical,2190203.33,0,2025-09-11 13:44:06
