Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
2318.HK,ACHAT,3.51,56.29999923706055,Baisse,55.1,Financial Services,53746741.5,0.0,2025-08-30 21:58:52
DBK.DE,ACHAT,5.35,30.030000686645508,Baisse,54.65,Financial Services,5222081.93,0.0,2025-08-30 21:58:52
ETOR,VENTE,-3.062,44.400001525878906,Baisse,30.06,Financial Services,654793.33,0.0,2025-08-30 21:58:52
GS,ACHAT,3.81,745.25,Hausse,61.86,Financial Services,1757996.67,0.0,2025-08-30 21:58:52
HMY,ACHAT,3.9,13.279999732971191,Baisse,38.84,Basic Materials,4081936.67,0.0,2025-08-30 21:58:52
MP,ACHAT,4.795,71.13999938964844,Hausse,57.0,Basic Materials,8810273.33,0.0,2025-08-30 21:58:52
MSFT,ACHAT,7.676,506.69000244140625,Baisse,45.1,Technology,15162703.33,80.0,2025-08-30 21:58:52
NVDA,ACHAT,6.39,174.17999267578125,Baisse,49.22,Technology,167336090.0,66.66666666666666,2025-08-30 21:58:52
SMCI,VENTE,-1.824,41.540000915527344,Baisse,33.94,Technology,23495080.0,100.0,2025-08-30 21:58:52
SMSN.L,ACHAT,4.956,1236.0,Baisse,46.44,Technology,9241.1,66.66666666666666,2025-08-30 21:58:52
SMTC,ACHAT,4.544,58.09000015258789,Hausse,64.3,Technology,1449226.67,75.0,2025-08-30 21:58:52
V,ACHAT,4.362,351.7799987792969,Hausse,59.62,Financial Services,4193016.67,0.0,2025-08-30 21:58:52
WELL,ACHAT,6.83,168.27999877929688,Hausse,61.8,Real Estate,2371526.67,0.0,2025-08-30 21:58:52
