Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
0011.HK,ACHAT,9.875,118.19999694824219,Hausse,55.84,Financial Services,2275215.37,0,2025-09-28 11:49:54
0027.HK,ACHAT,10.315,42.279998779296875,Hausse,61.41,Consumer Cyclical,10710997.1,0,2025-09-28 11:49:54
0038.HK,ACHAT,5.212,6.980000019073486,Baisse,43.35,Industrials,4649605.57,0,2025-09-28 11:49:54
0066.HK,ACHAT,5.62,26.34000015258789,Baisse,40.97,Industrials,6682004.97,0,2025-09-28 11:49:54
1810.HK,ACHAT,8.16,54.650001525878906,Baisse,48.15,Technology,153074653.47,0,2025-09-28 11:49:54
2386.HK,ACHAT,5.212,6.730000019073486,Baisse,46.49,Industrials,8217246.73,0,2025-09-28 11:49:54
3690.HK,VENTE,-1.39,100.5999984741211,Baisse,39.44,Consumer Cyclical,88001399.87,0,2025-09-28 11:49:54
ABG,ACHAT,4.41,239.0,Baisse,44.84,Consumer Cyclical,137533.33,0,2025-09-28 11:49:54
ADBE,ACHAT,7.89,360.3699951171875,Hausse,52.52,Technology,4672350.0,0,2025-09-28 11:49:54
AEM,ACHAT,8.31,163.4199981689453,Hausse,73.92,Basic Materials,2923160.0,0,2025-09-28 11:49:54
AEO,ACHAT,4.556,17.950000762939453,Hausse,59.53,Consumer Cyclical,14906730.0,0,2025-09-28 11:49:54
AGI,ACHAT,8.31,34.18000030517578,Hausse,68.16,Basic Materials,3881036.67,0,2025-09-28 11:49:54
AGI.TO,ACHAT,8.31,47.58000183105469,Hausse,70.26,Basic Materials,1234650.0,0,2025-09-28 11:49:54
AGM,VENTE,-4.725,172.92999267578125,Baisse,28.14,Financial Services,73530.0,0,2025-09-28 11:49:54
AGQ,VENTE,-0.525,74.88999938964844,Hausse,76.77,ℹ️Inconnu!!,2053980.0,0,2025-09-28 11:49:54
AGX,ACHAT,7.89,266.7300109863281,Hausse,63.12,Industrials,377876.67,0,2025-09-28 11:49:54
ALAB,ACHAT,7.88,197.77999877929688,Baisse,48.62,Technology,5696766.67,0,2025-09-28 11:49:54
ALB,ACHAT,7.84,88.0999984741211,Hausse,63.36,Basic Materials,3599933.33,0,2025-09-28 11:49:54
ALDX,ACHAT,9.42,5.070000171661377,Baisse,45.01,Healthcare,773733.33,0,2025-09-28 11:49:54
ALHF.PA,VENTE,-2.36,4.099999904632568,Baisse,38.48,Technology,2998.63,0,2025-09-28 11:49:54
ALTD.PA,ACHAT,5.212,0.0272000003606081,Baisse,45.89,Industrials,9246556.4,0,2025-09-28 11:49:54
AMZN,ACHAT,4.41,219.77999877929688,Baisse,41.67,Consumer Cyclical,38782253.33,0,2025-09-28 11:49:54
AN,ACHAT,3.957,217.66000366210938,Baisse,48.14,Consumer Cyclical,299453.33,0,2025-09-28 11:49:54
AU,ACHAT,6.261,68.30000305175781,Hausse,65.84,Basic Materials,2302510.0,0,2025-09-28 11:49:54
BABA,ACHAT,6.288,171.91000366210938,Hausse,72.48,Consumer Cyclical,16328783.33,0,2025-09-28 11:49:54
BP.L,ACHAT,4.87,445.5,Hausse,71.13,Energy,17622227.47,0,2025-09-28 11:49:54
BTC,ACHAT,7.062,48.34000015258789,Baisse,40.2,ℹ️Inconnu!!,703796.67,0,2025-09-28 11:49:54
BTC-USD,ACHAT,7.83,109564.9453125,Baisse,40.14,ℹ️Inconnu!!,47374516275.03,0,2025-09-28 11:49:54
BURL,ACHAT,5.227,263.67999267578125,Baisse,41.31,Consumer Cyclical,636900.0,0,2025-09-28 11:49:54
CACI,ACHAT,7.691,485.5899963378906,Baisse,48.28,Technology,135273.33,0,2025-09-28 11:49:54
CARG,ACHAT,4.075,37.5,Hausse,63.53,Consumer Cyclical,1118883.33,0,2025-09-28 11:49:54
CAT,ACHAT,5.245,465.760009765625,Hausse,67.97,Industrials,2799380.0,0,2025-09-28 11:49:54
CCJ,ACHAT,4.3,85.58000183105469,Hausse,59.4,Energy,4564526.67,0,2025-09-28 11:49:54
COST,VENTE,-0.835,915.9500122070312,Baisse,35.2,Consumer Defensive,2290016.67,0,2025-09-28 11:49:54
CRM,ACHAT,7.4,243.42999267578125,Baisse,46.48,Technology,9246336.67,0,2025-09-28 11:49:54
CRSR,ACHAT,7.88,8.470000267028809,Baisse,44.0,Technology,661816.67,0,2025-09-28 11:49:54
CVX,ACHAT,5.6,160.16000366210938,Hausse,58.12,Energy,7561380.0,0,2025-09-28 11:49:54
DAC,VENTE,-3.32,91.94999694824219,Baisse,44.27,Industrials,69516.67,0,2025-09-28 11:49:54
DAL,ACHAT,5.62,57.20000076293945,Baisse,44.37,Industrials,7113460.0,0,2025-09-28 11:49:54
DDOG,ACHAT,9.11,139.07000732421875,Hausse,54.77,Technology,4160946.67,0,2025-09-28 11:49:54
DES,ACHAT,12.45,33.84000015258789,Hausse,53.35,ℹ️Inconnu!!,104883.33,0,2025-09-28 11:49:54
DHI,ACHAT,7.35,167.1999969482422,Baisse,50.65,Consumer Cyclical,3510886.67,0,2025-09-28 11:49:54
DHT,ACHAT,4.8,12.3100004196167,Baisse,51.42,Energy,1302860.0,0,2025-09-28 11:49:54
DOCN,ACHAT,7.691,35.099998474121094,Baisse,52.28,Technology,1696870.0,0,2025-09-28 11:49:54
EEM,ACHAT,6.57,52.709999084472656,Hausse,64.81,ℹ️Inconnu!!,17027056.67,0,2025-09-28 11:49:54
ENR.DE,ACHAT,5.318,98.72000122070312,Hausse,61.16,Industrials,1931277.5,0,2025-09-28 11:49:54
ETH,ACHAT,7.062,37.959999084472656,Baisse,40.84,ℹ️Inconnu!!,2920183.33,0,2025-09-28 11:49:54
ETH-USD,ACHAT,7.83,4003.140625,Baisse,40.35,ℹ️Inconnu!!,34133522638.57,0,2025-09-28 11:49:54
ETSY,ACHAT,5.653,64.18000030517578,Hausse,60.21,Consumer Cyclical,3522490.0,0,2025-09-28 11:49:54
EZPW,VENTE,-1.4,18.760000228881836,Hausse,77.01,Financial Services,746366.67,0,2025-09-28 11:49:54
F,ACHAT,11.83,12.010000228881836,Hausse,61.86,Consumer Cyclical,52236613.33,0,2025-09-28 11:49:54
FAST,ACHAT,7.22,48.70000076293945,Hausse,55.57,Industrials,5703110.0,0,2025-09-28 11:49:54
FDUS,VENTE,-1.8,20.18000030517578,Baisse,39.93,Financial Services,219823.33,0,2025-09-28 11:49:54
FME.DE,ACHAT,9.37,43.66999816894531,Hausse,52.79,Healthcare,567337.2,0,2025-09-28 11:49:54
FRO,ACHAT,5.745,23.09000015258789,Hausse,59.36,Energy,2402980.0,0,2025-09-28 11:49:54
GD,ACHAT,8.225,330.3399963378906,Hausse,67.34,Industrials,976323.33,0,2025-09-28 11:49:54
GFI,ACHAT,6.24,40.849998474121094,Hausse,67.47,Basic Materials,3570360.0,0,2025-09-28 11:49:54
GLNG,ACHAT,6.28,40.61000061035156,Baisse,46.68,Energy,1331570.0,0,2025-09-28 11:49:54
GM,ACHAT,7.595,61.2400016784668,Hausse,70.56,Consumer Cyclical,7085090.0,0,2025-09-28 11:49:54
GME,ACHAT,6.67,26.420000076293945,Hausse,62.15,Consumer Cyclical,9249423.33,0,2025-09-28 11:49:54
GSK.L,ACHAT,8.72,1486.0,Hausse,53.85,Healthcare,6883274.8,0,2025-09-28 11:49:54
HD,ACHAT,4.41,410.0899963378906,Baisse,53.55,Consumer Cyclical,3788403.33,0,2025-09-28 11:49:54
HEI.DE,ACHAT,9.56,195.4499969482422,Baisse,44.5,Basic Materials,258576.03,0,2025-09-28 11:49:54
HII,ACHAT,7.89,278.7699890136719,Hausse,60.62,Industrials,441446.67,0,2025-09-28 11:49:54
HMC,ACHAT,5.41,33.11000061035156,Baisse,46.56,Consumer Cyclical,724153.33,0,2025-09-28 11:49:54
HMY,ACHAT,7.84,18.1200008392334,Hausse,65.79,Basic Materials,6996006.67,0,2025-09-28 11:49:54
HNI,ACHAT,11.37,46.099998474121094,Hausse,52.53,Consumer Cyclical,711253.33,0,2025-09-28 11:49:54
IDXX,ACHAT,8.78,632.219970703125,Baisse,49.75,Healthcare,401390.0,0,2025-09-28 11:49:54
INCY,ACHAT,8.78,82.69999694824219,Baisse,48.53,Healthcare,1694253.33,0,2025-09-28 11:49:54
JBLU,ACHAT,8.84,5.03000020980835,Baisse,50.16,Industrials,17251126.67,0,2025-09-28 11:49:54
JCI,ACHAT,9.79,107.01000213623047,Baisse,50.13,Industrials,4195310.0,0,2025-09-28 11:49:54
KBH,ACHAT,10.09,63.279998779296875,Baisse,50.84,Consumer Cyclical,1404910.0,0,2025-09-28 11:49:54
KMX,VENTE,-0.925,44.86000061035156,Baisse,21.74,Consumer Cyclical,3836900.0,0,2025-09-28 11:49:54
LAD,ACHAT,3.957,318.92999267578125,Baisse,40.6,Consumer Cyclical,174506.67,0,2025-09-28 11:49:54
LCID,ACHAT,4.383,23.959999084472656,Hausse,70.36,Consumer Cyclical,8284460.0,0,2025-09-28 11:49:54
LEN,ACHAT,5.227,126.04000091552734,Baisse,41.91,Consumer Cyclical,2771753.33,0,2025-09-28 11:49:54
