Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
0066.HK,ACHAT,3.4979999999999998,28.25,Hausse,56.12,Industrials,5040335.83,0.0,2025-07-31 00:52:28
0083.HK,ACHAT,7.187,9.100000381469727,Hausse,70.19,Real Estate,6515932.3,0.0,2025-07-31 00:52:28
0101.HK,ACHAT,4.28,8.199999809265137,Hausse,76.28,Real Estate,12802838.47,0.0,2025-07-31 00:52:28
1177.HK,ACHAT,6.885,7.650000095367432,Hausse,81.74,Healthcare,179396890.9,100.0,2025-07-31 00:52:28
1COV.DE,ACHAT,4.021,60.279998779296875,Baisse,48.41,Basic Materials,34199.3,0.0,2025-07-31 00:52:28
2020.HK,ACHAT,5.98,90.5,Baisse,45.51,Consumer Cyclical,8535607.33,0.0,2025-07-31 00:52:28
2318.HK,VENTE,-1.21,54.599998474121094,Hausse,60.48,Financial Services,58228089.6,0.0,2025-07-31 00:52:28
2386.HK,ACHAT,3.71,6.130000114440918,Baisse,53.29,Industrials,3234882.53,100.0,2025-07-31 00:52:28
ABBN.SW,ACHAT,3.821,53.47999954223633,Hausse,69.19,Industrials,2589237.4,0.0,2025-07-31 00:52:28
ABBV,ACHAT,8.58,189.30999755859375,Hausse,51.78,Healthcare,6003263.33,100.0,2025-07-31 00:52:28
ABR,ACHAT,6.152,11.470000267028809,Hausse,55.75,Real Estate,2411463.33,0.0,2025-07-31 00:52:28
ADYEN.AS,ACHAT,4.5280000000000005,1528.5999755859375,Baisse,45.6,Technology,60214.7,70.0,2025-07-31 00:52:28
AG,ACHAT,5.098000000000001,8.09000015258789,Baisse,46.77,Basic Materials,19763300.0,100.0,2025-07-31 00:52:28
AGI,ACHAT,6.97,25.3700008392334,Baisse,44.46,Basic Materials,3195490.0,100.0,2025-07-31 00:52:28
AGI.TO,ACHAT,6.33,35.130001068115234,Baisse,46.26,Basic Materials,1129673.33,100.0,2025-07-31 00:52:28
AIR.PA,ACHAT,5.76,178.86000061035156,Baisse,53.59,Industrials,1056391.7,80.0,2025-07-31 00:52:28
ALHF.PA,ACHAT,2.99,4.230000019073486,Baisse,43.38,Technology,12276.97,83.33333333333334,2025-07-31 00:52:28
AMD,VENTE,-1.91,179.50999450683594,Hausse,81.4,Technology,52499066.67,80.0,2025-07-31 00:52:28
AMT,ACHAT,4.245000000000001,208.74000549316406,Baisse,36.55,Real Estate,1924950.0,0.0,2025-07-31 00:52:28
AN,ACHAT,7.0200000000000005,192.27999877929688,Baisse,41.99,Consumer Cyclical,497220.0,0.0,2025-07-31 00:52:28
AOS,ACHAT,4.779999999999999,70.83000183105469,Hausse,55.38,Industrials,1099653.33,0.0,2025-07-31 00:52:28
ASML.AS,ACHAT,5.09,627.5,Baisse,45.75,Technology,531477.57,0.0,2025-07-31 00:52:28
AU,ACHAT,5.101,47.439998626708984,Baisse,46.44,Basic Materials,1582186.67,0.0,2025-07-31 00:52:28
AZN.L,ACHAT,6.476,11498.0,Hausse,73.62,Healthcare,1693901.47,100.0,2025-07-31 00:52:28
BAS.DE,ACHAT,3.99,43.95000076293945,Hausse,52.97,Basic Materials,1886936.6,0.0,2025-07-31 00:52:28
BAX,ACHAT,3.034,28.049999237060547,Baisse,40.68,Healthcare,3608696.67,100.0,2025-07-31 00:52:28
BIIB,ACHAT,3.034,126.63999938964844,Baisse,44.11,Healthcare,809283.33,100.0,2025-07-31 00:52:28
BYDDF,ACHAT,6.2940000000000005,15.385000228881836,Baisse,42.06,Consumer Cyclical,205670.2,100.0,2025-07-31 00:52:28
CCI,ACHAT,3.7800000000000002,106.97000122070312,Hausse,54.59,Real Estate,3053480.0,0.0,2025-07-31 00:52:28
CCRD,ACHAT,4.5280000000000005,26.309999465942383,Baisse,43.47,Technology,79976.67,75.0,2025-07-31 00:52:28
CDE,ACHAT,5.098000000000001,8.75,Baisse,45.74,Basic Materials,10362896.67,0.0,2025-07-31 00:52:28
CDNS,VENTE,-1.577,371.0299987792969,Hausse,79.54,Technology,1789503.33,0.0,2025-07-31 00:52:28
COLL,ACHAT,4.165,30.700000762939453,Baisse,47.71,Healthcare,267816.67,100.0,2025-07-31 00:52:28
CRL,ACHAT,5.159,176.19000244140625,Hausse,67.05,Healthcare,801340.0,100.0,2025-07-31 00:52:28
CRON,ACHAT,4.165,2.0,Baisse,48.01,Healthcare,1198713.33,0.0,2025-07-31 00:52:28
CRSR,ACHAT,6.99,9.0600004196167,Baisse,45.04,Technology,439113.33,80.0,2025-07-31 00:52:28
CSCO,ACHAT,6.13,68.27999877929688,Hausse,56.31,Technology,18831386.67,60.0,2025-07-31 00:52:28
CVNA,ACHAT,7.94,333.5899963378906,Baisse,50.49,Consumer Cyclical,2793516.67,0.0,2025-07-31 00:52:28
CVS,ACHAT,8.03,62.29999923706055,Baisse,47.07,Healthcare,7321580.0,100.0,2025-07-31 00:52:28
CVX,ACHAT,6.59,153.55999755859375,Hausse,57.18,Energy,11104096.67,0.0,2025-07-31 00:52:28
DE,ACHAT,3.71,507.8699951171875,Baisse,49.04,Industrials,1078023.33,0.0,2025-07-31 00:52:28
