Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
0005.HK,VENTE,-1.8,100.9000015258789,Baisse,38.65,Financial Services,18427427.57,0,2025-10-19 04:44:17
1299.HK,VENTE,-1.8,69.05000305175781,Baisse,36.5,Financial Services,24640102.27,0,2025-10-19 04:44:17
1COV.DE,VENTE,-3.64,59.36000061035156,Hausse,53.78,Basic Materials,32827.73,0,2025-10-19 04:44:17
2628.HK,VENTE,-2.72,22.959999084472656,Hausse,55.48,Financial Services,56825669.97,0,2025-10-19 04:44:17
3690.HK,VENTE,-2.62,94.5,Baisse,32.58,Consumer Cyclical,67527160.53,0,2025-10-19 04:44:17
AAPL,ACHAT,8.45,252.2899932861328,Hausse,57.44,Technology,53423960.0,0,2025-10-19 04:44:17
ADSK,ACHAT,11.035,303.6600036621094,Baisse,42.64,Technology,1420750.0,0,2025-10-19 04:44:17
ADYEN.AS,VENTE,-1.01,1446.5999755859375,Hausse,52.23,Technology,63350.13,0,2025-10-19 04:44:17
AEO,ACHAT,4.41,14.949999809265137,Baisse,43.85,Consumer Cyclical,9169946.67,0,2025-10-19 04:44:17
AGM,VENTE,-2.85,156.1300048828125,Baisse,28.38,Financial Services,84923.33,0,2025-10-19 04:44:17
AGQ,VENTE,-1.436,87.31999969482422,Hausse,62.8,ℹ️Inconnu!!,3861476.67,0,2025-10-19 04:44:17
ALHF.PA,VENTE,-0.731,4.380000114440918,Hausse,57.75,Technology,2417.1,0,2025-10-19 04:44:17
ALV.DE,VENTE,-2.945,347.79998779296875,Baisse,38.92,Financial Services,462713.7,0,2025-10-19 04:44:17
AN,ACHAT,3.957,214.7100067138672,Baisse,45.23,Consumer Cyclical,283423.33,0,2025-10-19 04:44:17
ANF,VENTE,-2.768,68.4800033569336,Baisse,18.96,Consumer Cyclical,1417610.0,0,2025-10-19 04:44:17
AOS,ACHAT,5.882,69.70999908447266,Baisse,42.21,Industrials,643206.67,0,2025-10-19 04:44:17
AU,ACHAT,6.91,73.86000061035156,Hausse,56.95,Basic Materials,2242370.0,0,2025-10-19 04:44:17
BA,ACHAT,5.212,212.94000244140625,Baisse,43.69,Industrials,5948816.67,0,2025-10-19 04:44:17
BURL,ACHAT,4.383,274.5400085449219,Hausse,56.27,Consumer Cyclical,667580.0,0,2025-10-19 04:44:17
BZ=F,VENTE,-3.178,61.290000915527344,Baisse,32.27,ℹ️Inconnu!!,25605.4,0,2025-10-19 04:44:17
CAR,ACHAT,5.62,150.38999938964844,Baisse,43.74,Industrials,728370.0,0,2025-10-19 04:44:17
CARG,ACHAT,5.68,34.91999816894531,Baisse,46.37,Consumer Cyclical,1083473.33,0,2025-10-19 04:44:17
COLL,ACHAT,10.48,33.939998626708984,Hausse,46.92,Healthcare,398263.33,0,2025-10-19 04:44:17
CRWD,ACHAT,8.36,484.6499938964844,Baisse,52.76,Technology,2972810.0,0,2025-10-19 04:44:17
CSX,ACHAT,9.035,36.599998474121094,Hausse,64.31,Industrials,15828740.0,0,2025-10-19 04:44:17
CTSH,ACHAT,7.4,66.08000183105469,Baisse,41.29,Technology,4316563.33,0,2025-10-19 04:44:17
CVX,ACHAT,8.37,153.0800018310547,Baisse,46.75,Energy,6974140.0,0,2025-10-19 04:44:17
DE,ACHAT,5.6,458.5,Hausse,46.5,Industrials,1428223.33,0,2025-10-19 04:44:17
DEO,ACHAT,8.18,97.62999725341797,Hausse,53.84,Consumer Defensive,1456096.67,0,2025-10-19 04:44:17
