Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
AMZN,ACHAT,7.410000000000002,231.02999877929688,Hausse,58.86,Consumer Cyclical,44759196.67,0.0,2025-08-16 17:08:58
ASML.AS,ACHAT,4.072000000000001,636.7000122070312,Hausse,54.0,Technology,444000.37,0.0,2025-08-16 17:08:58
ENR.DE,ACHAT,5.16,94.83999633789062,Baisse,46.72,Industrials,1099560.07,100.0,2025-08-16 17:08:58
FLEX,ACHAT,8.030000000000001,49.0,Baisse,46.46,Technology,3981716.67,71.42857142857143,2025-08-16 17:08:58
GLW,VENTE,-1.91,65.44000244140625,Hausse,76.37,Technology,5313346.67,66.66666666666666,2025-08-16 17:08:58
GS,VENTE,-4.43,730.719970703125,Hausse,58.04,Financial Services,1992140.0,100.0,2025-08-16 17:08:58
INOD,ACHAT,3.9825000000000004,40.189998626708984,Baisse,41.08,Technology,2569250.0,60.0,2025-08-16 17:08:58
MP,ACHAT,3.694,75.02999877929688,Hausse,74.11,Basic Materials,10159363.33,0.0,2025-08-16 17:08:58
OKTA,ACHAT,8.55,92.0199966430664,Baisse,44.39,Technology,3331000.0,75.0,2025-08-16 17:08:58
QCOM,ACHAT,3.190000000000001,157.85000610351562,Hausse,56.43,Technology,8009990.0,0.0,2025-08-16 17:08:58
RHM.DE,ACHAT,5.76,1621.0,Baisse,42.49,Industrials,236710.2,80.0,2025-08-16 17:08:58
SMSN.L,ACHAT,3.51,1268.0,Hausse,57.32,Technology,9348.57,70.0,2025-08-16 17:08:58
TSM,ACHAT,5.61,238.8800048828125,Baisse,51.68,Technology,7487493.33,66.66666666666666,2025-08-16 17:08:58
WELL,ACHAT,6.95,162.89999389648438,Baisse,53.97,Real Estate,2434916.67,0.0,2025-08-16 17:08:58
