Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
0066.HK,ACHAT,5.95,27.440000534057617,Baisse,43.03,Industrials,5749167.1,0.0,2025-08-15 18:04:37
0083.HK,ACHAT,3.6749999999999994,9.399999618530273,Hausse,61.3,Real Estate,5790028.83,0.0,2025-08-15 18:04:37
0101.HK,ACHAT,6.260000000000001,8.119999885559082,Hausse,68.66,Real Estate,11086418.5,0.0,2025-08-15 18:04:37
1299.HK,VENTE,-1.48,74.94999694824219,Hausse,59.22,Financial Services,27422786.07,100.0,2025-08-15 18:04:37
1810.HK,ACHAT,8.55,52.849998474121094,Baisse,43.26,Technology,122933703.67,66.66666666666666,2025-08-15 18:04:37
2386.HK,ACHAT,5.71,6.179999828338623,Baisse,52.53,Industrials,3623016.4,100.0,2025-08-15 18:04:37
ABBN.SW,ACHAT,3.025,53.959999084472656,Hausse,64.39,Industrials,2161468.87,100.0,2025-08-15 18:04:37
ABBV,ACHAT,6.689,205.5836944580078,Hausse,68.76,Healthcare,5230568.57,100.0,2025-08-15 18:04:37
ABR,ACHAT,3.555,11.645000457763672,Baisse,53.65,Real Estate,2597023.6,0.0,2025-08-15 18:04:37
AG,ACHAT,4.171,9.095000267028809,Hausse,60.81,Basic Materials,17070320.07,100.0,2025-08-15 18:04:37
AGI,ACHAT,6.141,25.969999313354492,Hausse,50.15,Basic Materials,3417882.57,100.0,2025-08-15 18:04:37
AGI.TO,ACHAT,4.51,35.849998474121094,Hausse,51.29,Basic Materials,1082582.03,100.0,2025-08-15 18:04:37
AGS,VENTE,-2.88,12.489999771118164,Hausse,76.85,Consumer Cyclical,0.0,0.0,2025-08-15 18:04:37
AGX,ACHAT,5.142,222.60000610351562,Baisse,49.68,Industrials,413313.63,66.66666666666666,2025-08-15 18:04:37
AIR.PA,ACHAT,3.289999999999999,186.4600067138672,Hausse,61.88,Industrials,926597.83,80.0,2025-08-15 18:04:37
ALK,ACHAT,3.5660000000000003,57.29499816894531,Hausse,61.18,Industrials,2612245.07,66.66666666666666,2025-08-15 18:04:37
AMT,ACHAT,3.5629999999999997,205.97500610351562,Baisse,38.68,Real Estate,2039206.77,0.0,2025-08-15 18:04:37
AMZN,ACHAT,8.136000000000003,231.25999450683594,Hausse,59.05,Consumer Cyclical,44052965.9,0.0,2025-08-15 18:04:37
AOS,ACHAT,3.8899999999999992,72.16000366210938,Hausse,59.16,Industrials,1132525.5,0.0,2025-08-15 18:04:37
ASML.AS,ACHAT,3.190000000000001,637.7999877929688,Hausse,54.47,Technology,477818.4,0.0,2025-08-15 18:04:37
AVB,ACHAT,5.99,189.9600067138672,Baisse,44.92,Real Estate,637863.53,0.0,2025-08-15 18:04:37
AZN.L,ACHAT,6.476,11612.0,Hausse,69.36,Healthcare,2140623.23,0.0,2025-08-15 18:04:37
BAS.DE,ACHAT,3.79,46.33000183105469,Hausse,64.84,Basic Materials,1786392.2,0.0,2025-08-15 18:04:37
BAX,ACHAT,2.4187499999999997,24.090099334716797,Baisse,40.01,Healthcare,7111407.57,100.0,2025-08-15 18:04:37
BIIB,ACHAT,6.476,136.91000366210938,Hausse,61.59,Healthcare,1069012.3,100.0,2025-08-15 18:04:37
BMW.DE,ACHAT,6.440000000000001,90.0199966430664,Hausse,68.67,Consumer Cyclical,679896.93,0.0,2025-08-15 18:04:37
CAR,VENTE,-2.24,156.83999633789062,Baisse,36.62,Industrials,846062.47,66.66666666666666,2025-08-15 18:04:37
CAT,ACHAT,4.749999999999999,411.9800109863281,Baisse,51.11,Industrials,2942250.03,100.0,2025-08-15 18:04:37
CCI,ACHAT,6.908,101.78500366210938,Baisse,43.41,Real Estate,3065188.7,0.0,2025-08-15 18:04:37
COLL,ACHAT,8.006,37.46500015258789,Hausse,69.57,Healthcare,351805.63,100.0,2025-08-15 18:04:37
CRL,ACHAT,4.563999999999999,157.50999450683594,Baisse,49.51,Healthcare,928290.9,100.0,2025-08-15 18:04:37
CRON,ACHAT,6.457,2.444999933242798,Hausse,62.67,Healthcare,2267492.53,0.0,2025-08-15 18:04:37
CRSR,ACHAT,5.837999999999999,8.78499984741211,Baisse,43.39,Technology,535718.07,80.0,2025-08-15 18:04:37
CVNA,ACHAT,6.3,349.29998779296875,Hausse,52.5,Consumer Cyclical,2919600.93,0.0,2025-08-15 18:04:37
CVS,ACHAT,8.006,66.7300033569336,Hausse,60.96,Healthcare,7892263.33,100.0,2025-08-15 18:04:37
CVX,ACHAT,15.326000000000002,156.86000061035156,Hausse,61.15,Energy,10852627.47,0.0,2025-08-15 18:04:37
DAC,ACHAT,3.6399999999999997,93.14610290527344,Hausse,56.95,Industrials,66963.27,100.0,2025-08-15 18:04:37
DE,ACHAT,6.32,485.9678955078125,Baisse,41.15,Industrials,1272803.37,0.0,2025-08-15 18:04:37
DHR,ACHAT,5.159,210.86000061035156,Hausse,61.86,Healthcare,4109298.3,0.0,2025-08-15 18:04:37
DLR,ACHAT,4.0729999999999995,167.3800048828125,Baisse,37.13,Real Estate,1036975.63,100.0,2025-08-15 18:04:37
DOCU,ACHAT,7.6160000000000005,70.88999938964844,Baisse,42.48,Technology,1588539.93,75.0,2025-08-15 18:04:37
ENGI.PA,ACHAT,8.88,18.885000228881836,Baisse,42.53,Utilities,2690782.2,75.0,2025-08-15 18:04:37
ENR.DE,ACHAT,5.2,95.29000091552734,Baisse,47.7,Industrials,1130172.73,100.0,2025-08-15 18:04:37
EQR,ACHAT,6.725,64.04499816894531,Baisse,45.83,Real Estate,1580527.73,0.0,2025-08-15 18:04:37
EXEL,ACHAT,3.88,38.130001068115234,Baisse,39.43,Healthcare,2715163.47,0.0,2025-08-15 18:04:37
EXK,ACHAT,3.79,5.855000019073486,Hausse,62.98,Basic Materials,6445681.7,0.0,2025-08-15 18:04:37
EXR,ACHAT,7.418,137.35499572753906,Baisse,40.59,Real Estate,1243801.07,0.0,2025-08-15 18:04:37
FLEX,ACHAT,8.030000000000001,48.959999084472656,Baisse,46.32,Technology,3893473.33,71.42857142857143,2025-08-15 18:04:37
FME.DE,ACHAT,8.379999999999999,42.869998931884766,Baisse,40.75,Healthcare,415867.43,0.0,2025-08-15 18:04:37
FRE.DE,ACHAT,7.76,46.130001068115234,Hausse,74.84,Healthcare,658643.47,66.66666666666666,2025-08-15 18:04:37
FTNT,VENTE,-1.674,78.7699966430664,Baisse,29.92,Technology,7297631.97,66.66666666666666,2025-08-15 18:04:37
GE,ACHAT,5.16,267.19500732421875,Baisse,52.9,Industrials,5706613.97,100.0,2025-08-15 18:04:37
GILD,ACHAT,6.689,117.9000015258789,Hausse,57.85,Healthcare,5951713.23,0.0,2025-08-15 18:04:37
GLW,VENTE,-1.7559999999999996,65.22000122070312,Hausse,75.0,Technology,5245384.9,66.66666666666666,2025-08-15 18:04:37
GS,VENTE,-3.725,735.469970703125,Hausse,60.25,Financial Services,1959726.47,100.0,2025-08-15 18:04:37
HL,ACHAT,3.694,7.829999923706055,Hausse,72.91,Basic Materials,21838856.33,0.0,2025-08-15 18:04:37
IDXX,ACHAT,6.578249999999999,654.280029296875,Hausse,64.79,Healthcare,689984.73,100.0,2025-08-15 18:04:37
INCY,ACHAT,5.814,85.75499725341797,Hausse,76.16,Healthcare,1689254.63,100.0,2025-08-15 18:04:37
