Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
2020.HK,VENTE,-1.35,84.55000305175781,Baisse,30.92,Consumer Cyclical,10364452.6,0,2025-10-14 12:43:30
AMZN,ACHAT,3.81,220.07000732421875,Baisse,45.62,Consumer Cyclical,44439436.67,0,2025-10-14 12:43:30
BABA,ACHAT,3.957,166.80999755859375,Baisse,50.15,Consumer Cyclical,15891333.33,0,2025-10-14 12:43:30
EEM,ACHAT,7.09,53.45000076293945,Hausse,55.24,ℹ️Inconnu!!,19919810.0,0,2025-10-14 12:43:30
GLD,VENTE,-0.629,378.0899963378906,Hausse,78.87,ℹ️Inconnu!!,15508490.0,0,2025-10-14 12:43:30
GOOGL,ACHAT,4.528,244.14999389648438,Hausse,57.78,Communication Services,34292190.0,0,2025-10-14 12:43:30
HMY,ACHAT,6.261,19.860000610351562,Hausse,68.81,Basic Materials,6655970.0,0,2025-10-14 12:43:30
SPY,ACHAT,6.05,663.0399780273438,Hausse,52.85,ℹ️Inconnu!!,54860830.0,0,2025-10-14 12:43:30
SYM,ACHAT,5.653,70.51000213623047,Hausse,70.01,Industrials,1574570.0,0,2025-10-14 12:43:30
UEC,ACHAT,4.662,15.319999694824219,Hausse,68.26,Energy,18493370.0,0,2025-10-14 12:43:30
