Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
2318.HK,VENTE,-1.8,53.70000076293945,Baisse,49.27,Financial Services,37082734.43,0,2025-10-18 22:42:30
BABA,ACHAT,5.227,167.0500030517578,Baisse,50.67,Consumer Cyclical,14699450.0,0,2025-10-18 22:42:30
DBK.DE,VENTE,-3.08,28.649999618530273,Baisse,37.89,Financial Services,6239481.1,0,2025-10-18 22:42:30
EEM,ACHAT,7.468,54.18000030517578,Hausse,59.4,ℹ️Inconnu!!,19475506.67,0,2025-10-18 22:42:30
ENR.DE,ACHAT,5.212,100.9000015258789,Baisse,47.8,Industrials,1727371.8,0,2025-10-18 22:42:30
GLD,VENTE,-4.785,388.989990234375,Hausse,75.47,ℹ️Inconnu!!,18535750.0,0,2025-10-18 22:42:30
INGA.AS,VENTE,-1.8,20.489999771118164,Baisse,38.41,Financial Services,7883815.87,0,2025-10-18 22:42:30
MSFT,ACHAT,7.8,513.5800170898438,Baisse,50.12,Technology,19062716.67,0,2025-10-18 22:42:30
OKTA,ACHAT,7.4,87.43000030517578,Baisse,41.26,Technology,2531703.33,0,2025-10-18 22:42:30
QCOM,ACHAT,8.36,163.4499969482422,Baisse,50.06,Technology,7691266.67,0,2025-10-18 22:42:30
SMTC,ACHAT,8.171,67.77999877929688,Hausse,53.85,Technology,1254203.33,0,2025-10-18 22:42:30
SPY,ACHAT,6.83,664.3900146484375,Hausse,53.62,ℹ️Inconnu!!,56865843.33,0,2025-10-18 22:42:30
TM,ACHAT,4.383,197.8300018310547,Hausse,55.62,Consumer Cyclical,211890.0,0,2025-10-18 22:42:30
UEC,VENTE,-1.135,14.869999885559082,Hausse,58.78,Energy,19880130.0,0,2025-10-18 22:42:30
