Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
ABBN.SW,ACHAT,4.105,54.380001068115234,Hausse,61.86,Industrials,1912206.07,100.0,2025-08-28 21:10:20
AMD,ACHAT,7.668,168.36309814453125,Hausse,53.61,Technology,61793085.7,75.0,2025-08-28 21:10:20
ENR.DE,ACHAT,6.32,92.41999816894531,Baisse,44.78,Industrials,1264467.7,100.0,2025-08-28 21:10:20
ETOR,VENTE,-1.445,44.560001373291016,Baisse,30.44,Financial Services,655776.2,0.0,2025-08-28 21:10:20
FLEX,ACHAT,3.71,54.665000915527344,Hausse,65.38,Technology,4035449.97,71.42857142857143,2025-08-28 21:10:20
GLW,VENTE,-1.577,67.25,Hausse,75.97,Technology,5369550.0,100.0,2025-08-28 21:10:20
INOD,ACHAT,8.978,39.77000045776367,Baisse,43.45,Technology,2384877.93,66.66666666666666,2025-08-28 21:10:20
MP,ACHAT,4.055,73.56999969482422,Hausse,62.84,Basic Materials,9140840.47,0.0,2025-08-28 21:10:20
NVDA,ACHAT,6.91,180.63760375976562,Hausse,59.72,Technology,161772132.4,66.66666666666666,2025-08-28 21:10:20
OKTA,ACHAT,2.67,93.3499984741211,Hausse,48.8,Technology,4134756.2,75.0,2025-08-28 21:10:20
QCOM,ACHAT,4.072,159.89230346679688,Hausse,57.68,Technology,7850122.73,0.0,2025-08-28 21:10:20
RHM.DE,ACHAT,4.27,1637.5,Baisse,46.57,Industrials,233627.47,80.0,2025-08-28 21:10:20
SAP.DE,ACHAT,5.09,236.35000610351562,Baisse,42.66,Technology,957064.93,75.0,2025-08-28 21:10:20
SMSN.L,ACHAT,4.528,1250.0,Baisse,49.26,Technology,9802.93,77.77777777777779,2025-08-28 21:10:20
TSM,ACHAT,6.65,238.73500061035156,Hausse,53.25,Technology,7407077.2,66.66666666666666,2025-08-28 21:10:20
WELL,ACHAT,6.356,166.9600067138672,Hausse,59.09,Real Estate,2322884.7,0.0,2025-08-28 21:10:20
