Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
AMD,ACHAT,3.97,176.13999938964844,Hausse,60.86,Technology,64184322.07,75.0,2025-08-18 22:57:05
ASML.AS,ACHAT,3.19,638.7000122070312,Hausse,54.85,Technology,429436.53,0.0,2025-08-18 22:57:05
ENR.DE,ACHAT,8.62,96.81999969482422,Hausse,51.93,Industrials,1092182.17,100.0,2025-08-18 22:57:05
FLEX,ACHAT,9.07,49.77000045776367,Baisse,49.51,Technology,3973663.47,71.42857142857143,2025-08-18 22:57:05
GLW,VENTE,-4.598,65.5199966430664,Hausse,76.53,Technology,5288891.7,66.66666666666666,2025-08-18 22:57:05
INOD,ACHAT,3.983,39.58000183105469,Baisse,40.25,Technology,2558376.33,60.0,2025-08-18 22:57:05
MP,ACHAT,3.735,72.20999908447266,Hausse,65.17,Basic Materials,9563946.07,0.0,2025-08-18 22:57:05
NVDA,ACHAT,3.97,182.00999450683594,Hausse,65.45,Technology,157644171.87,66.66666666666666,2025-08-18 22:57:05
OKTA,ACHAT,7.51,91.37999725341797,Baisse,43.49,Technology,3327655.93,75.0,2025-08-18 22:57:05
QCOM,ACHAT,3.19,158.89999389648438,Hausse,57.87,Technology,7928808.63,0.0,2025-08-18 22:57:05
RHM.DE,ACHAT,5.76,1648.0,Baisse,45.07,Industrials,236166.33,80.0,2025-08-18 22:57:05
SMSN.L,ACHAT,3.51,1268.0,Hausse,57.32,Technology,9100.97,70.0,2025-08-18 22:57:05
TM,ACHAT,5.98,197.8300018310547,Hausse,66.47,Consumer Cyclical,448983.23,0.0,2025-08-18 22:57:05
TSM,ACHAT,4.23,241.41000366210938,Hausse,55.21,Technology,7164538.37,66.66666666666666,2025-08-18 22:57:05
WELL,ACHAT,8.03,162.41000366210938,Baisse,52.83,Real Estate,2376771.9,0.0,2025-08-18 22:57:05
