Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
0005.HK,ACHAT,4.19,102.69999694824219,Baisse,44.59,Financial Services,17552157.87,80.0,2025-10-27 12:16:22
0083.HK,ACHAT,3.87,10.210000038146973,Hausse,61.59,Real Estate,5512972.1,100.0,2025-10-27 12:16:22
0101.HK,ACHAT,5.0,8.8100004196167,Hausse,54.31,Real Estate,9546646.1,75.0,2025-10-27 12:16:22
0700.HK,ACHAT,4.86,633.0,Baisse,49.59,Communication Services,16430512.47,100.0,2025-10-27 12:16:22
2382.HK,ACHAT,8.36,78.55000305175781,Baisse,43.62,Technology,9266358.27,100.0,2025-10-27 12:16:22
2385.HK,ACHAT,3.82,6.400000095367432,Baisse,47.64,Consumer Defensive,190693.33,66.66666666666666,2025-10-27 12:16:22
ABBV,ACHAT,4.482,228.67999267578125,Hausse,57.24,Healthcare,5963826.67,100.0,2025-10-27 12:16:22
ABT,ACHAT,4.78,127.94999694824219,Baisse,41.39,Healthcare,6072693.33,66.66666666666666,2025-10-27 12:16:22
AEM,ACHAT,4.786,163.5,Baisse,50.2,Basic Materials,3203623.33,100.0,2025-10-27 12:16:22
AGI.TO,ACHAT,4.786,44.529998779296875,Baisse,46.31,Basic Materials,1349896.67,100.0,2025-10-27 12:16:22
ALDX,ACHAT,4.78,5.190000057220459,Baisse,46.45,Healthcare,702726.67,66.66666666666666,2025-10-27 12:16:22
ALHF.PA,VENTE,-0.731,4.349999904632568,Hausse,54.29,Technology,2193.1,75.0,2025-10-27 12:16:22
ALK,VENTE,-7.922,47.68000030517578,Baisse,36.79,Industrials,3014883.33,66.66666666666666,2025-10-27 12:16:22
ALTD.PA,ACHAT,4.83,0.030500000342726707,Hausse,53.56,Industrials,8775718.17,66.66666666666666,2025-10-27 12:16:22
AMT,ACHAT,4.547,191.19000244140625,Hausse,48.02,Real Estate,2894040.0,75.0,2025-10-27 12:16:22
AU,ACHAT,5.179,66.66999816894531,Baisse,42.34,Basic Materials,2343750.0,100.0,2025-10-27 12:16:22
AVGO,ACHAT,5.65,340.29998779296875,Baisse,50.12,Technology,14762720.0,75.0,2025-10-27 12:16:22
AZN.L,ACHAT,6.908,12502.0,Hausse,57.45,Healthcare,1665241.53,80.0,2025-10-27 12:16:22
BIIB,ACHAT,5.65,147.72000122070312,Hausse,54.68,Healthcare,1146976.67,60.00000000000001,2025-10-27 12:16:22
BILI,ACHAT,3.418,28.709999084472656,Hausse,58.86,Communication Services,2148716.67,66.66666666666666,2025-10-27 12:16:22
CCI,ACHAT,4.547,97.69999694824219,Hausse,53.02,Real Estate,2791820.0,100.0,2025-10-27 12:16:22
COMP,ACHAT,5.19,7.610000133514404,Baisse,45.54,Real Estate,12775250.0,60.00000000000001,2025-10-27 12:16:22
CSCO,ACHAT,4.518,70.66000366210938,Hausse,60.42,Technology,18267046.67,100.0,2025-10-27 12:16:22
CVS,ACHAT,4.76,82.01000213623047,Hausse,71.15,Healthcare,6931796.67,100.0,2025-10-27 12:16:22
DDOG,ACHAT,5.743,154.2100067138672,Hausse,54.98,Technology,4043186.67,60.00000000000001,2025-10-27 12:16:22
DES,ACHAT,7.84,33.529998779296875,Hausse,51.09,ℹ️Inconnu!!,107943.33,80.0,2025-10-27 12:16:22
DLR,ACHAT,4.62,172.41000366210938,Baisse,50.6,Real Estate,957753.33,60.00000000000001,2025-10-27 12:16:22
DTE.DE,ACHAT,2.638,29.950000762939453,Hausse,59.34,Communication Services,3159020.4,62.5,2025-10-27 12:16:22
ENGI.PA,ACHAT,4.3,19.6200008392334,Hausse,71.19,Utilities,2647907.7,69.23076923076923,2025-10-27 12:16:22
ENR.DE,ACHAT,4.715,98.80000305175781,Baisse,45.35,Industrials,1255123.5,60.00000000000001,2025-10-27 12:16:22
ESS,ACHAT,5.228,264.2200012207031,Hausse,56.57,Real Estate,296920.0,100.0,2025-10-27 12:16:22
FLEX,ACHAT,4.518,61.33000183105469,Hausse,58.47,Technology,3443306.67,60.00000000000001,2025-10-27 12:16:22
FRE.DE,ACHAT,5.352,48.65999984741211,Hausse,61.34,Healthcare,520966.13,100.0,2025-10-27 12:16:22
GDX,ACHAT,3.22,72.94999694824219,Baisse,48.51,ℹ️Inconnu!!,28897703.33,66.66666666666666,2025-10-27 12:16:22
GFI,ACHAT,4.786,39.599998474121094,Baisse,49.17,Basic Materials,3768673.33,100.0,2025-10-27 12:16:22
GILT,ACHAT,5.983,13.369999885559082,Hausse,57.08,Technology,993520.0,100.0,2025-10-27 12:16:22
GLD,ACHAT,6.805,377.2799987792969,Hausse,59.36,ℹ️Inconnu!!,20464103.33,0.0,2025-10-27 12:16:22
GLDM,ACHAT,5.545,81.19999694824219,Hausse,59.51,ℹ️Inconnu!!,8067673.33,0.0,2025-10-27 12:16:22
GLW,ACHAT,5.983,84.13999938964844,Hausse,58.54,Technology,7521676.67,100.0,2025-10-27 12:16:22
GRPN,ACHAT,3.358,21.3799991607666,Baisse,42.3,Communication Services,1309910.0,60.00000000000001,2025-10-27 12:16:22
HL,ACHAT,4.635,12.989999771118164,Hausse,55.64,Basic Materials,26016790.0,80.0,2025-10-27 12:16:22
HSBA.L,ACHAT,4.19,993.4459838867188,Baisse,47.62,Financial Services,24054864.17,72.72727272727273,2025-10-27 12:16:22
IBM,ACHAT,4.518,287.510009765625,Hausse,61.03,Technology,4980783.33,66.66666666666666,2025-10-27 12:16:22
IMB.L,ACHAT,4.597,2996.0,Baisse,43.28,Consumer Defensive,2086654.0,83.33333333333333,2025-10-27 12:16:22
INOD,ACHAT,4.866,72.06999969482422,Baisse,49.15,Technology,2202333.33,75.0,2025-10-27 12:16:22
INSM,ACHAT,5.25,160.39999389648438,Hausse,60.44,Healthcare,1980486.67,75.0,2025-10-27 12:16:22
INTC,ACHAT,7.33,36.91999816894531,Hausse,62.45,Technology,135776696.67,100.0,2025-10-27 12:16:22
IONQ,ACHAT,4.866,55.45000076293945,Baisse,42.73,Technology,36495980.0,60.00000000000001,2025-10-27 12:16:22
KGC,ACHAT,4.786,23.559999465942383,Baisse,48.34,Basic Materials,17269756.67,100.0,2025-10-27 12:16:22
LINK,ACHAT,3.893,9.289999961853027,Baisse,43.53,Technology,115786.67,60.00000000000001,2025-10-27 12:16:22
LRCX,ACHAT,6.85,141.25,Hausse,57.79,Technology,8147296.67,100.0,2025-10-27 12:16:22
MDT,ACHAT,5.65,95.9000015258789,Hausse,52.6,Healthcare,4665560.0,62.5,2025-10-27 12:16:22
MSFT,ACHAT,7.408,520.5399780273438,Hausse,55.94,Technology,18315846.67,66.66666666666666,2025-10-27 12:16:22
MU,ACHAT,4.758,198.47000122070312,Hausse,64.33,Technology,26519993.33,80.0,2025-10-27 12:16:22
NOVN.SW,ACHAT,4.44,104.87999725341797,Hausse,61.03,Healthcare,2634868.13,100.0,2025-10-27 12:16:22
NTES,ACHAT,2.812,145.00999450683594,Baisse,46.56,Communication Services,639646.67,100.0,2025-10-27 12:16:22
O,ACHAT,5.117,60.27000045776367,Hausse,57.29,Real Estate,5130846.67,100.0,2025-10-27 12:16:22
OKTA,ACHAT,6.008,87.04000091552734,Baisse,41.65,Technology,2372330.0,100.0,2025-10-27 12:16:22
OR.PA,ACHAT,5.57,379.25,Baisse,49.53,Consumer Defensive,374879.83,62.5,2025-10-27 12:16:22
PHIA.AS,ACHAT,5.352,24.639999389648438,Hausse,60.32,Healthcare,1212320.73,66.66666666666666,2025-10-27 12:16:22
PLTR,ACHAT,6.488,175.49000549316406,Baisse,49.56,Technology,50201466.67,100.0,2025-10-27 12:16:22
QBTS,ACHAT,4.866,27.290000915527344,Baisse,46.33,Technology,66098366.67,100.0,2025-10-27 12:16:22
QQQ,ACHAT,6.928,605.489990234375,Hausse,56.13,ℹ️Inconnu!!,54535790.0,60.00000000000001,2025-10-27 12:16:22
RBLX,ACHAT,2.812,128.0,Baisse,47.0,Communication Services,6424070.0,100.0,2025-10-27 12:16:22
RBRK,ACHAT,7.211,76.8499984741211,Baisse,42.97,Technology,3688616.67,100.0,2025-10-27 12:16:22
RGLD,ACHAT,5.179,183.5800018310547,Baisse,42.91,Basic Materials,1376940.0,75.0,2025-10-27 12:16:22
RGTI,ACHAT,4.866,36.060001373291016,Baisse,49.97,Technology,112740426.67,100.0,2025-10-27 12:16:22
RTX,ACHAT,8.622,177.97999572753906,Hausse,71.28,Industrials,4970886.67,66.66666666666666,2025-10-27 12:16:22
SAND,ACHAT,5.179,12.119999885559082,Baisse,51.55,Basic Materials,5305972.4,100.0,2025-10-27 12:16:22
SMSN.L,VENTE,-0.491,1681.0,Hausse,63.32,Technology,12722.87,71.42857142857142,2025-10-27 12:16:22
SMTC,ACHAT,7.211,65.12999725341797,Baisse,47.01,Technology,1206623.33,60.00000000000001,2025-10-27 12:16:22
SNOW,ACHAT,6.61,241.6699981689453,Hausse,54.83,Technology,3035296.67,100.0,2025-10-27 12:16:22
SPOT,ACHAT,2.842,675.6199951171875,Baisse,44.25,Communication Services,1028626.67,100.0,2025-10-27 12:16:22
TCEHY,ACHAT,2.842,79.94999694824219,Baisse,42.81,Communication Services,1315286.67,100.0,2025-10-27 12:16:22
TMDX,ACHAT,5.352,119.54000091552734,Hausse,58.39,Healthcare,570306.67,66.66666666666666,2025-10-27 12:16:22
TSM,ACHAT,7.211,288.8800048828125,Baisse,52.2,Technology,10041610.0,80.0,2025-10-27 12:16:22
TTWO,ACHAT,2.842,255.55999755859375,Baisse,50.48,Communication Services,1061480.0,100.0,2025-10-27 12:16:22
UBER,ACHAT,7.211,92.20999908447266,Baisse,41.14,Technology,9583623.33,100.0,2025-10-27 12:16:22
VEEV,ACHAT,5.868,289.94000244140625,Hausse,51.86,Healthcare,1167196.67,100.0,2025-10-27 12:16:22
WDO.TO,ACHAT,6.579,21.8700008392334,Baisse,52.1,Basic Materials,923840.0,100.0,2025-10-27 12:16:22
WELL,ACHAT,5.798,175.94000244140625,Hausse,58.53,Real Estate,3409470.0,100.0,2025-10-27 12:16:22
WMT,ACHAT,4.21,107.13999938964844,Hausse,60.9,Consumer Defensive,15696846.67,60.00000000000001,2025-10-27 12:16:22
XOM,ACHAT,6.55,114.70999908447266,Hausse,56.55,Energy,14674406.67,77.77777777777777,2025-10-27 12:16:22
XPEV,ACHAT,4.41,21.239999771118164,Baisse,46.35,Consumer Cyclical,6983643.33,80.0,2025-10-27 12:16:22
XYL,ACHAT,7.38,145.99000549316406,Hausse,53.72,Industrials,1183943.33,66.66666666666666,2025-10-27 12:16:22
ZL=F,ACHAT,3.907,50.630001068115234,Hausse,49.97,ℹ️Inconnu!!,26169.7,60.00000000000001,2025-10-27 12:16:22
ZS,ACHAT,4.518,307.9200134277344,Hausse,56.87,Technology,1295460.0,100.0,2025-10-27 12:16:22
