Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
0700.HK,ACHAT,4.29,616.0,Hausse,67.07,Communication Services,19151324.33,0.0,2025-09-08 15:44:18
AGL,VENTE,-2.91,1.2000000476837158,Baisse,39.06,Healthcare,16783843.33,0.0,2025-09-08 15:44:18
AGO,VENTE,-1.02,82.18000030517578,Baisse,48.28,Financial Services,329393.33,0.0,2025-09-08 15:44:18
ALHF.PA,ACHAT,3.167,4.300000190734863,Baisse,45.27,Technology,3740.5,100.0,2025-09-08 15:44:18
ALV.DE,ACHAT,6.5,351.3999938964844,Baisse,42.48,Financial Services,502842.93,71.42857142857143,2025-09-08 15:44:18
BMW.DE,ACHAT,6.294,88.44000244140625,Baisse,49.93,Consumer Cyclical,455458.17,100.0,2025-09-08 15:44:18
CAP.PA,ACHAT,2.793,125.0,Hausse,50.38,Technology,270365.53,66.66666666666666,2025-09-08 15:44:18
COLL,ACHAT,4.91,38.31999969482422,Hausse,60.7,Healthcare,411980.0,100.0,2025-09-08 15:44:18
CRWD,ACHAT,5.36,417.6300048828125,Baisse,41.94,Technology,3117040.0,0.0,2025-09-08 15:44:18
DHT,ACHAT,12.378,12.460000038146973,Hausse,72.61,Energy,866930.0,0.0,2025-09-08 15:44:18
DIA,ACHAT,4.12,454.989990234375,Hausse,58.01,ℹ️Inconnu!!,2968893.33,0.0,2025-09-08 15:44:18
DTE.DE,ACHAT,3.418,31.649999618530273,Hausse,56.75,Communication Services,2495750.07,60.0,2025-09-08 15:44:18
FRO,ACHAT,9.915,22.149999618530273,Hausse,69.36,Energy,2302960.0,0.0,2025-09-08 15:44:18
FSK,VENTE,-5.75,18.1299991607666,Baisse,38.36,Financial Services,2170740.0,0.0,2025-09-08 15:44:18
FTNT,VENTE,-5.12,78.83000183105469,Baisse,39.46,Technology,9368850.0,0.0,2025-09-08 15:44:18
GILD,ACHAT,4.325,115.05000305175781,Hausse,52.33,Healthcare,5882340.0,100.0,2025-09-08 15:44:18
HEI.DE,ACHAT,4.608,198.35000610351562,Baisse,47.76,Basic Materials,284189.43,100.0,2025-09-08 15:44:18
LEU,ACHAT,11.123,205.38999938964844,Hausse,53.14,Energy,976930.0,0.0,2025-09-08 15:44:18
LYFT,ACHAT,5.43,16.65999984741211,Hausse,61.58,Technology,12761573.33,0.0,2025-09-08 15:44:18
MARA,VENTE,-0.4,15.1899995803833,Baisse,40.0,Financial Services,31879436.67,0.0,2025-09-08 15:44:18
NOVN.SW,ACHAT,4.651,103.9800033569336,Hausse,68.73,Healthcare,2367767.47,66.66666666666666,2025-09-08 15:44:18
NXE,ACHAT,9.527,7.800000190734863,Hausse,61.49,Energy,6495116.67,0.0,2025-09-08 15:44:18
QUBT,ACHAT,5.36,15.109999656677246,Baisse,46.6,Technology,14763446.67,0.0,2025-09-08 15:44:18
RGTI,ACHAT,5.36,15.100000381469727,Baisse,49.05,Technology,37681310.0,0.0,2025-09-08 15:44:18
RMS.PA,VENTE,-2.64,2039.0,Baisse,38.34,Consumer Cyclical,56306.9,0.0,2025-09-08 15:44:18
STAN.L,ACHAT,6.1,1366.0,Baisse,49.64,Financial Services,3194868.47,71.42857142857143,2025-09-08 15:44:18
STNG,ACHAT,9.358,53.04999923706055,Hausse,76.93,Energy,595756.67,0.0,2025-09-08 15:44:18
TNK,ACHAT,9.358,52.08000183105469,Hausse,76.39,Energy,386783.33,0.0,2025-09-08 15:44:18
TRX-USD,ACHAT,5.13,0.33176368474960327,Baisse,46.78,ℹ️Inconnu!!,1166599376.17,0.0,2025-09-08 15:44:18
