Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
0066.HK,ACHAT,4.22,28.100000381469727,Hausse,52.33,Industrials,5059576.47,0.0,2025-08-08 18:17:52
0083.HK,ACHAT,3.2300000000000004,9.520000457763672,Hausse,76.76,Real Estate,6100090.07,0.0,2025-08-08 18:17:52
0101.HK,ACHAT,6.260000000000001,8.069999694824219,Hausse,67.31,Real Estate,11611403.63,0.0,2025-08-08 18:17:52
1177.HK,ACHAT,6.994999999999999,7.360000133514404,Hausse,68.97,Healthcare,183814714.53,100.0,2025-08-08 18:17:52
2020.HK,ACHAT,7.0200000000000005,88.9000015258789,Baisse,42.97,Consumer Cyclical,8783258.6,0.0,2025-08-08 18:17:52
2386.HK,ACHAT,3.8599999999999994,6.309999942779541,Hausse,60.54,Industrials,3179451.37,100.0,2025-08-08 18:17:52
2628.HK,VENTE,-4.43,22.459999084472656,Hausse,64.82,Financial Services,93032182.23,100.0,2025-08-08 18:17:52
9618.HK,ACHAT,6.1000000000000005,122.9000015258789,Baisse,42.26,Consumer Cyclical,13715863.17,0.0,2025-08-08 18:17:52
ABBN.SW,ACHAT,4.145,53.63999938964844,Hausse,66.34,Industrials,2261924.1,100.0,2025-08-08 18:17:52
ABBV,ACHAT,6.689,198.07479858398438,Hausse,60.58,Healthcare,5195533.6,100.0,2025-08-08 18:17:52
ABR,ACHAT,6.482,11.739999771118164,Hausse,58.35,Real Estate,2543177.33,0.0,2025-08-08 18:17:52
ADYEN.AS,ACHAT,4.89,1496.699951171875,Baisse,45.16,Technology,57353.73,70.0,2025-08-08 18:17:52
AGS,VENTE,-2.88,12.489999771118164,Hausse,76.85,Consumer Cyclical,34908.3,0.0,2025-08-08 18:17:52
AGX,ACHAT,3.5660000000000003,236.96719360351562,Hausse,59.12,Industrials,420040.73,66.66666666666666,2025-08-08 18:17:52
AIR.PA,ACHAT,5.4990000000000006,176.74000549316406,Baisse,50.85,Industrials,924981.97,80.0,2025-08-08 18:17:52
ALHF.PA,ACHAT,2.47,4.199999809265137,Baisse,42.96,Technology,9843.47,83.33333333333334,2025-08-08 18:17:52
ALK,ACHAT,5.289999999999999,52.79999923706055,Hausse,52.26,Industrials,2546835.07,66.66666666666666,2025-08-08 18:17:52
