Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
ABBN.SW,ACHAT,3.355,53.599998474121094,Hausse,59.86,Industrials,2140409.17,100.0,2025-08-20 21:03:20
AMD,ACHAT,8.03,162.97999572753906,Baisse,49.66,Technology,65473995.2,75.0,2025-08-20 21:03:20
ASML.AS,ACHAT,2.67,638.2000122070312,Hausse,54.15,Technology,440943.83,0.0,2025-08-20 21:03:20
ENR.DE,ACHAT,5.92,91.76000213623047,Baisse,40.74,Industrials,1217584.73,66.66666666666666,2025-08-20 21:03:20
ETOR,VENTE,-1.1,44.310001373291016,Baisse,24.21,Financial Services,693278.17,0.0,2025-08-20 21:03:20
FLEX,ACHAT,6.42,48.540000915527344,Baisse,44.9,Technology,3964084.2,71.42857142857143,2025-08-20 21:03:20
GLW,ACHAT,6.39,64.09300231933594,Hausse,67.42,Technology,5349467.7,66.66666666666666,2025-08-20 21:03:20
HMY,ACHAT,4.171,15.380000114440918,Hausse,54.98,Basic Materials,3101178.3,0.0,2025-08-20 21:03:20
MP,ACHAT,4.74,67.53500366210938,Baisse,53.53,Basic Materials,9372716.9,0.0,2025-08-20 21:03:20
NVDA,ACHAT,6.99,172.7100067138672,Baisse,50.32,Technology,158735609.67,66.66666666666666,2025-08-20 21:03:20
OKTA,ACHAT,7.148,90.53500366210938,Baisse,42.23,Technology,3250691.5,75.0,2025-08-20 21:03:20
QCOM,ACHAT,5.09,154.25999450683594,Baisse,49.93,Technology,7915821.57,0.0,2025-08-20 21:03:20
RBRK,ACHAT,8.03,83.53500366210938,Baisse,44.5,Technology,2977954.73,66.66666666666666,2025-08-20 21:03:20
SMSN.L,ACHAT,2.99,1253.0,Baisse,53.77,Technology,9373.1,77.77777777777779,2025-08-20 21:03:20
WELL,ACHAT,9.605,165.58999633789062,Hausse,58.96,Real Estate,2296450.23,0.0,2025-08-20 21:03:20
