Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
0066.HK,ACHAT,5.95,27.440000534057617,Baisse,43.03,Industrials,5747867.1,0.0,2025-08-17 19:08:19
0083.HK,ACHAT,3.675,9.399999618530273,Hausse,61.3,Real Estate,5789762.17,0.0,2025-08-17 19:08:19
0101.HK,ACHAT,6.26,8.119999885559082,Hausse,68.66,Real Estate,11086151.83,0.0,2025-08-17 19:08:19
1299.HK,VENTE,-1.48,74.94999694824219,Hausse,59.22,Financial Services,27422446.07,100.0,2025-08-17 19:08:19
1810.HK,ACHAT,8.55,52.849998474121094,Baisse,43.26,Technology,122933697.0,66.66666666666666,2025-08-17 19:08:19
2386.HK,ACHAT,5.71,6.179999828338623,Baisse,52.53,Industrials,3622266.4,100.0,2025-08-17 19:08:19
ABBV,ACHAT,7.76,206.69000244140625,Hausse,69.78,Healthcare,5328243.33,100.0,2025-08-17 19:08:19
ABR,ACHAT,3.21,11.600000381469727,Hausse,59.13,Real Estate,2656400.0,0.0,2025-08-17 19:08:19
AGI,ACHAT,4.45,25.989999771118164,Hausse,50.3,Basic Materials,3504043.33,100.0,2025-08-17 19:08:19
AGI.TO,ACHAT,4.45,35.880001068115234,Hausse,51.46,Basic Materials,1102776.67,100.0,2025-08-17 19:08:19
AGS,VENTE,-2.88,12.489999771118164,Hausse,76.85,Consumer Cyclical,0.0,0.0,2025-08-17 19:08:19
AGX,ACHAT,5.76,223.99000549316406,Baisse,50.37,Industrials,420160.0,66.66666666666666,2025-08-17 19:08:19
AIR.PA,ACHAT,3.67,186.8800048828125,Hausse,62.28,Industrials,945305.27,80.0,2025-08-17 19:08:19
ALK,ACHAT,3.29,57.36000061035156,Hausse,61.31,Industrials,2654683.33,66.66666666666666,2025-08-17 19:08:19
AMT,ACHAT,5.0,206.1199951171875,Baisse,38.92,Real Estate,2107923.33,0.0,2025-08-17 19:08:19
AMZN,ACHAT,7.41,231.02999877929688,Hausse,58.86,Consumer Cyclical,44759196.67,0.0,2025-08-17 19:08:19
AOS,ACHAT,3.89,72.20999908447266,Hausse,59.46,Industrials,1009003.33,0.0,2025-08-17 19:08:19
ASML.AS,ACHAT,4.072,636.7000122070312,Hausse,54.0,Technology,419956.9,0.0,2025-08-17 19:08:19
AU,ACHAT,4.53,54.310001373291016,Hausse,56.51,Basic Materials,1860093.33,0.0,2025-08-17 19:08:19
AVB,ACHAT,5.522,190.5800018310547,Hausse,46.09,Real Estate,621500.0,0.0,2025-08-17 19:08:19
AZN.L,ACHAT,8.006,11592.0,Hausse,69.01,Healthcare,2089574.9,0.0,2025-08-17 19:08:19
BAX,ACHAT,2.419,24.18000030517578,Baisse,40.49,Healthcare,7001373.33,100.0,2025-08-17 19:08:19
BIIB,ACHAT,6.476,138.60000610351562,Hausse,63.79,Healthcare,1020996.67,100.0,2025-08-17 19:08:19
BMW.DE,ACHAT,6.126,90.13999938964844,Hausse,68.93,Consumer Cyclical,624540.03,0.0,2025-08-17 19:08:19
CAT,ACHAT,5.2,407.7900085449219,Baisse,48.42,Industrials,3010603.33,100.0,2025-08-17 19:08:19
CCI,ACHAT,8.03,101.69000244140625,Baisse,43.15,Real Estate,3140676.67,0.0,2025-08-17 19:08:19
CCRD,ACHAT,5.32,27.219999313354492,Baisse,47.8,Technology,97490.0,71.42857142857143,2025-08-17 19:08:19
COLL,ACHAT,7.76,37.7400016784668,Hausse,70.21,Healthcare,361980.0,100.0,2025-08-17 19:08:19
CRL,ACHAT,4.81,156.67999267578125,Baisse,48.68,Healthcare,959356.67,100.0,2025-08-17 19:08:19
CRON,ACHAT,5.995,2.369999885559082,Hausse,58.66,Healthcare,2324840.0,0.0,2025-08-17 19:08:19
CRSR,ACHAT,6.72,8.739999771118164,Baisse,42.73,Technology,554426.67,80.0,2025-08-17 19:08:19
CVNA,ACHAT,6.3,349.989990234375,Hausse,52.75,Consumer Cyclical,3005080.0,0.0,2025-08-17 19:08:19
CVS,ACHAT,8.48,68.5999984741211,Hausse,65.71,Healthcare,8167500.0,100.0,2025-08-17 19:08:19
CVX,ACHAT,13.48,156.5500030517578,Hausse,60.62,Energy,11129643.33,0.0,2025-08-17 19:08:19
DAC,ACHAT,3.13,92.58000183105469,Baisse,54.6,Industrials,68026.67,100.0,2025-08-17 19:08:19
DE,ACHAT,7.6,488.79998779296875,Baisse,42.48,Industrials,1333583.33,0.0,2025-08-17 19:08:19
DHR,ACHAT,6.23,210.92999267578125,Hausse,61.92,Healthcare,4189006.67,0.0,2025-08-17 19:08:19
DLR,ACHAT,3.338,166.89999389648438,Baisse,35.49,Real Estate,983976.67,100.0,2025-08-17 19:08:19
DOCU,ACHAT,8.458,70.9000015258789,Baisse,42.51,Technology,1494430.0,75.0,2025-08-17 19:08:19
ENGI.PA,ACHAT,4.93,18.90999984741211,Baisse,43.29,Utilities,2576106.27,75.0,2025-08-17 19:08:19
ENR.DE,ACHAT,5.16,94.83999633789062,Baisse,46.72,Industrials,1037182.0,100.0,2025-08-17 19:08:19
EQR,ACHAT,5.522,64.12000274658203,Hausse,46.28,Real Estate,1587153.33,0.0,2025-08-17 19:08:19
ESS,ACHAT,5.51,259.3800048828125,Baisse,41.32,Real Estate,425293.33,0.0,2025-08-17 19:08:19
EXEL,ACHAT,4.946,38.310001373291016,Baisse,40.23,Healthcare,2645240.0,0.0,2025-08-17 19:08:19
EXR,ACHAT,8.03,137.0500030517578,Baisse,40.01,Real Estate,1271916.67,0.0,2025-08-17 19:08:19
FLEX,ACHAT,8.03,49.0,Baisse,46.46,Technology,3981716.67,71.42857142857143,2025-08-17 19:08:19
FME.DE,ACHAT,7.56,42.630001068115234,Baisse,39.0,Healthcare,422396.23,0.0,2025-08-17 19:08:19
FRE.DE,ACHAT,7.76,46.0099983215332,Hausse,74.41,Healthcare,669980.37,66.66666666666666,2025-08-17 19:08:19
GE,ACHAT,6.27,267.8500061035156,Baisse,53.58,Industrials,5809143.33,100.0,2025-08-17 19:08:19
GILD,ACHAT,7.76,118.37000274658203,Hausse,58.84,Healthcare,6184130.0,0.0,2025-08-17 19:08:19
GLW,VENTE,-1.91,65.44000244140625,Hausse,76.37,Technology,5313346.67,66.66666666666666,2025-08-17 19:08:19
GS,VENTE,-4.43,730.719970703125,Hausse,58.04,Financial Services,1992140.0,100.0,2025-08-17 19:08:19
IDXX,ACHAT,6.394,650.8400268554688,Hausse,63.88,Healthcare,700106.67,100.0,2025-08-17 19:08:19
INCY,ACHAT,6.885,86.91999816894531,Hausse,78.43,Healthcare,1741020.0,100.0,2025-08-17 19:08:19
INOD,ACHAT,3.983,40.189998626708984,Baisse,41.08,Technology,2569250.0,60.0,2025-08-17 19:08:19
INSM,ACHAT,6.885,127.80000305175781,Hausse,83.1,Healthcare,2922636.67,100.0,2025-08-17 19:08:19
INTC,ACHAT,3.155,24.559999465942383,Hausse,66.28,Technology,99467390.0,66.66666666666666,2025-08-17 19:08:19
IONQ,ACHAT,6.911,40.22999954223633,Baisse,46.88,Technology,21012520.0,100.0,2025-08-17 19:08:19
LB,VENTE,-1.078,51.5099983215332,Baisse,38.24,Energy,570150.0,66.66666666666666,2025-08-17 19:08:19
LHX,ACHAT,5.67,270.54998779296875,Baisse,54.78,Industrials,950600.0,100.0,2025-08-17 19:08:19
LLY,ACHAT,5.52,701.22998046875,Hausse,45.31,Healthcare,4391873.33,100.0,2025-08-17 19:08:19
LMT,ACHAT,3.38,437.55999755859375,Hausse,51.17,Industrials,1584276.67,0.0,2025-08-17 19:08:19
LTC,ACHAT,6.482,35.52000045776367,Hausse,54.97,Real Estate,254843.33,0.0,2025-08-17 19:08:19
LYFT,ACHAT,4.072,15.819999694824219,Hausse,66.29,Technology,13701163.33,100.0,2025-08-17 19:08:19
MAA,ACHAT,5.51,140.89999389648438,Baisse,40.71,Real Estate,606773.33,100.0,2025-08-17 19:08:19
MDT,ACHAT,8.771,93.0199966430664,Hausse,61.43,Healthcare,4304580.0,0.0,2025-08-17 19:08:19
MMM,ACHAT,4.27,152.38999938964844,Baisse,50.13,Industrials,2561773.33,100.0,2025-08-17 19:08:19
MP,ACHAT,3.694,75.02999877929688,Hausse,74.11,Basic Materials,9191843.33,0.0,2025-08-17 19:08:19
MRK,ACHAT,6.476,84.20999908447266,Hausse,61.47,Healthcare,7973256.67,0.0,2025-08-17 19:08:19
MTCH,ACHAT,3.43,38.279998779296875,Hausse,69.16,Communication Services,4559310.0,66.66666666666666,2025-08-17 19:08:19
NBIX,ACHAT,10.62,132.89999389648438,Hausse,56.47,Healthcare,974666.67,60.0,2025-08-17 19:08:19
NOC,ACHAT,3.035,583.9600219726562,Hausse,72.35,Industrials,805730.0,0.0,2025-08-17 19:08:19
NOK,ACHAT,2.62,4.199999809265137,Baisse,35.06,Technology,22175093.33,0.0,2025-08-17 19:08:19
NOVN.SW,ACHAT,7.76,99.48999786376953,Hausse,63.94,Healthcare,2691293.83,100.0,2025-08-17 19:08:19
NTES,ACHAT,3.22,129.22000122070312,Baisse,46.96,Communication Services,770730.0,66.66666666666666,2025-08-17 19:08:19
