Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
0005.HK,ACHAT,7.83,102.4000015258789,Baisse,43.56,ℹ️Inconnu!!,18578942.0,0,2025-10-22 10:14:40
0027.HK,ACHAT,8.35,38.13999938964844,Baisse,43.11,ℹ️Inconnu!!,12470658.33,0,2025-10-22 10:14:40
0120.HK,ACHAT,6.542,0.10499999672174454,Baisse,41.2,ℹ️Inconnu!!,1187660.0,0,2025-10-22 10:14:40
0700.HK,ACHAT,7.83,630.5,Baisse,48.37,ℹ️Inconnu!!,16930057.13,0,2025-10-22 10:14:40
1177.HK,ACHAT,7.83,7.400000095367432,Baisse,40.93,ℹ️Inconnu!!,112522108.77,0,2025-10-22 10:14:40
1211.HK,ACHAT,7.31,103.9000015258789,Baisse,42.05,ℹ️Inconnu!!,29529261.07,0,2025-10-22 10:14:40
1299.HK,ACHAT,10.93,72.9000015258789,Hausse,50.73,ℹ️Inconnu!!,24436709.03,0,2025-10-22 10:14:40
1COV.DE,VENTE,-1.81,59.79999923706055,Hausse,55.64,ℹ️Inconnu!!,33556.27,0,2025-10-22 10:14:40
2319.HK,ACHAT,7.83,14.470000267028809,Baisse,43.92,ℹ️Inconnu!!,24236841.5,0,2025-10-22 10:14:40
2382.HK,ACHAT,10.67,80.9000015258789,Baisse,47.06,ℹ️Inconnu!!,9581244.57,0,2025-10-22 10:14:40
2385.HK,ACHAT,7.31,6.289999961853027,Baisse,43.52,ℹ️Inconnu!!,205280.0,0,2025-10-22 10:14:40
2388.HK,ACHAT,7.18,36.84000015258789,Hausse,50.98,ℹ️Inconnu!!,11207313.13,0,2025-10-22 10:14:40
2628.HK,ACHAT,8.595,24.940000534057617,Hausse,65.8,ℹ️Inconnu!!,63589013.6,0,2025-10-22 10:14:40
3328.HK,ACHAT,6.59,6.829999923706055,Hausse,60.14,ℹ️Inconnu!!,22860656.03,0,2025-10-22 10:14:40
3988.HK,ACHAT,6.59,4.369999885559082,Hausse,57.42,ℹ️Inconnu!!,207386601.6,0,2025-10-22 10:14:40
9618.HK,ACHAT,7.83,128.60000610351562,Baisse,47.42,ℹ️Inconnu!!,15826429.43,0,2025-10-22 10:14:40
9988.HK,ACHAT,8.87,165.10000610351562,Hausse,54.4,ℹ️Inconnu!!,133361392.3,0,2025-10-22 10:14:40
ABBV,ACHAT,5.298,231.38999938964844,Hausse,61.67,ℹ️Inconnu!!,6224937.33,0,2025-10-22 10:14:40
ABG,ACHAT,7.11,251.3699951171875,Hausse,55.25,ℹ️Inconnu!!,156655.0,0,2025-10-22 10:14:40
ABR,ACHAT,8.35,11.800000190734863,Baisse,49.2,ℹ️Inconnu!!,2187045.13,0,2025-10-22 10:14:40
ADBE,ACHAT,10.02,357.54998779296875,Hausse,55.87,ℹ️Inconnu!!,5094119.23,0,2025-10-22 10:14:40
ADSK,ACHAT,5.79,310.57000732421875,Baisse,49.24,ℹ️Inconnu!!,1370735.07,0,2025-10-22 10:14:40
ADYEN.AS,VENTE,-0.59,1480.4000244140625,Hausse,57.74,ℹ️Inconnu!!,64016.5,0,2025-10-22 10:14:40
AEO,ACHAT,5.79,15.710000038146973,Baisse,49.2,ℹ️Inconnu!!,8462492.23,0,2025-10-22 10:14:40
AGL,ACHAT,5.482,0.940500020980835,Baisse,40.1,ℹ️Inconnu!!,6830868.23,0,2025-10-22 10:14:40
AGM,VENTE,-0.67,161.6699981689453,Baisse,37.73,ℹ️Inconnu!!,85506.37,0,2025-10-22 10:14:40
AGO,ACHAT,10.41,82.51000213623047,Hausse,50.79,ℹ️Inconnu!!,296032.9,0,2025-10-22 10:14:40
AGQ,VENTE,-1.222,77.98999786376953,Baisse,51.59,ℹ️Inconnu!!,4043519.67,0,2025-10-22 10:14:40
AIR.PA,ACHAT,7.37,207.35000610351562,Hausse,65.08,ℹ️Inconnu!!,932762.33,0,2025-10-22 10:14:40
ALHF.PA,VENTE,-2.91,4.389999866485596,Hausse,57.34,ℹ️Inconnu!!,2302.4,0,2025-10-22 10:14:40
ALV.DE,ACHAT,7.83,352.70001220703125,Baisse,44.22,ℹ️Inconnu!!,483099.2,0,2025-10-22 10:14:40
AMC,ACHAT,11.31,2.890000104904175,Hausse,50.53,ℹ️Inconnu!!,20173842.57,0,2025-10-22 10:14:40
AN,ACHAT,6.31,218.6999969482422,Hausse,52.18,ℹ️Inconnu!!,265727.4,0,2025-10-22 10:14:40
ATOM,ACHAT,5.297,4.25,Baisse,46.98,ℹ️Inconnu!!,348099.53,0,2025-10-22 10:14:40
AU,ACHAT,7.062,66.77999877929688,Baisse,42.5,ℹ️Inconnu!!,2250489.1,0,2025-10-22 10:14:40
AVB,ACHAT,5.27,187.1199951171875,Baisse,45.94,ℹ️Inconnu!!,524035.5,0,2025-10-22 10:14:40
AZN.L,ACHAT,8.362,12474.0,Hausse,57.06,ℹ️Inconnu!!,1497661.47,0,2025-10-22 10:14:40
BARC.L,ACHAT,7.062,364.25,Baisse,41.39,ℹ️Inconnu!!,22752905.3,0,2025-10-22 10:14:40
BAS.DE,ACHAT,6.31,43.18000030517578,Hausse,49.35,ℹ️Inconnu!!,1540279.4,0,2025-10-22 10:14:40
BAYN.DE,ACHAT,7.582,27.354999542236328,Baisse,46.44,ℹ️Inconnu!!,1441254.13,0,2025-10-22 10:14:40
BFLY,ACHAT,5.687,2.25,Hausse,53.96,ℹ️Inconnu!!,4827802.67,0,2025-10-22 10:14:40
BIDU,ACHAT,7.062,119.13999938964844,Baisse,43.22,ℹ️Inconnu!!,3940036.73,0,2025-10-22 10:14:40
