Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
0066.HK,ACHAT,5.79,26.6200008392334,Baisse,45.33,ℹ️Inconnu!!,7165887.4,0,2025-09-18 20:37:39
0120.HK,ACHAT,6.542,0.12099999934434891,Baisse,47.57,ℹ️Inconnu!!,6901086.67,0,2025-09-18 20:37:39
0700.HK,VENTE,-1.01,642.0,Hausse,65.5,ℹ️Inconnu!!,19713852.4,0,2025-09-18 20:37:39
1177.HK,ACHAT,6.57,8.390000343322754,Hausse,55.48,ℹ️Inconnu!!,165118613.53,0,2025-09-18 20:37:39
2319.HK,VENTE,-0.65,15.09000015258789,Baisse,39.79,ℹ️Inconnu!!,27659600.8,0,2025-09-18 20:37:39
2382.HK,ACHAT,6.83,81.9000015258789,Hausse,54.84,ℹ️Inconnu!!,11707269.0,0,2025-09-18 20:37:39
2385.HK,ACHAT,7.31,6.460000038146973,Baisse,45.24,ℹ️Inconnu!!,247520.0,0,2025-09-18 20:37:39
2388.HK,ACHAT,6.31,37.599998474121094,Hausse,54.42,ℹ️Inconnu!!,15905547.8,0,2025-09-18 20:37:39
3690.HK,ACHAT,5.79,105.5,Hausse,44.43,ℹ️Inconnu!!,85161501.33,0,2025-09-18 20:37:39
9988.HK,VENTE,-1.01,158.39999389648438,Hausse,72.12,ℹ️Inconnu!!,130670756.6,0,2025-09-18 20:37:39
AAL,ACHAT,6.567,12.479999542236328,Baisse,46.87,ℹ️Inconnu!!,69815513.33,0,2025-09-18 20:37:39
ABG,ACHAT,6.567,242.82000732421875,Baisse,46.96,ℹ️Inconnu!!,130166.67,0,2025-09-18 20:37:39
ABR,ACHAT,6.023,11.779999732971191,Hausse,53.28,ℹ️Inconnu!!,2092976.67,0,2025-09-18 20:37:39
AGI,ACHAT,5.919,31.3700008392334,Hausse,58.85,ℹ️Inconnu!!,3136413.33,0,2025-09-18 20:37:39
AGI.TO,ACHAT,5.919,43.2400016784668,Hausse,59.05,ℹ️Inconnu!!,980713.33,0,2025-09-18 20:37:39
AGL,ACHAT,6.542,1.1399999856948853,Baisse,40.11,ℹ️Inconnu!!,9184506.67,0,2025-09-18 20:37:39
AGM,VENTE,-1.591,185.8699951171875,Baisse,39.12,ℹ️Inconnu!!,68586.67,0,2025-09-18 20:37:39
ALAB,VENTE,-0.629,249.3800048828125,Hausse,78.68,ℹ️Inconnu!!,4642520.0,0,2025-09-18 20:37:39
ALB,ACHAT,6.83,80.16000366210938,Hausse,53.43,ℹ️Inconnu!!,4032580.0,0,2025-09-18 20:37:39
ALK,ACHAT,6.567,58.4900016784668,Baisse,48.22,ℹ️Inconnu!!,2367343.33,0,2025-09-18 20:37:39
ALTD.PA,ACHAT,7.062,0.027699999511241913,Baisse,47.35,ℹ️Inconnu!!,10413681.37,0,2025-09-18 20:37:39
AN,ACHAT,7.062,220.5,Baisse,54.31,ℹ️Inconnu!!,277753.33,0,2025-09-18 20:37:39
ATOM-USD,ACHAT,5.27,4.5967793464660645,Hausse,50.88,ℹ️Inconnu!!,129027472.93,0,2025-09-18 20:37:39
AVB,ACHAT,6.542,192.5399932861328,Baisse,47.4,ℹ️Inconnu!!,534203.33,0,2025-09-18 20:37:39
BAYN.DE,ACHAT,10.67,27.700000762939453,Baisse,48.67,ℹ️Inconnu!!,1473187.77,0,2025-09-18 20:37:39
BNP.PA,ACHAT,5.27,78.27999877929688,Baisse,48.04,ℹ️Inconnu!!,1588747.0,0,2025-09-18 20:37:39
BP.L,ACHAT,9.558,422.8500061035156,Hausse,52.71,ℹ️Inconnu!!,16948208.57,0,2025-09-18 20:37:39
BRK-B,ACHAT,7.062,492.3299865722656,Baisse,50.62,ℹ️Inconnu!!,2900606.67,0,2025-09-18 20:37:39
CAP.PA,ACHAT,7.766,127.69999694824219,Hausse,56.97,ℹ️Inconnu!!,321447.6,0,2025-09-18 20:37:39
CAR,ACHAT,6.567,153.14999389648438,Baisse,43.32,ℹ️Inconnu!!,798766.67,0,2025-09-18 20:37:39
CARS,ACHAT,5.79,13.329999923706055,Hausse,53.55,ℹ️Inconnu!!,830193.33,0,2025-09-18 20:37:39
CCI,ACHAT,6.411,94.80000305175781,Baisse,40.84,ℹ️Inconnu!!,3521300.0,0,2025-09-18 20:37:39
