Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
ALDX,ACHAT,4.78,5.190000057220459,Baisse,46.45,Healthcare,702726.67,66.66666666666666,2025-10-23 11:52:33
DDOG,ACHAT,5.743,154.2100067138672,Hausse,54.98,Technology,4043186.67,60.00000000000001,2025-10-23 11:52:33
ENR.DE,ACHAT,4.715,98.80000305175781,Baisse,45.35,Industrials,1255123.5,60.00000000000001,2025-10-23 11:52:33
FLEX,ACHAT,4.518,61.33000183105469,Hausse,58.47,Technology,3443306.67,60.00000000000001,2025-10-23 11:52:33
GILT,ACHAT,5.983,13.369999885559082,Hausse,57.08,Technology,993520.0,100.0,2025-10-23 11:52:33
GLD,ACHAT,6.805,377.2799987792969,Hausse,59.36,ℹ️Inconnu!!,20464103.33,0.0,2025-10-23 11:52:33
GLW,ACHAT,5.983,84.13999938964844,Hausse,58.54,Technology,7521676.67,100.0,2025-10-23 11:52:33
INOD,ACHAT,4.866,72.06999969482422,Baisse,49.15,Technology,2202333.33,75.0,2025-10-23 11:52:33
MSFT,ACHAT,7.408,520.5399780273438,Hausse,55.94,Technology,18315846.67,66.66666666666666,2025-10-23 11:52:33
MU,ACHAT,4.758,198.47000122070312,Hausse,64.33,Technology,26519993.33,80.0,2025-10-23 11:52:33
OKTA,ACHAT,6.008,87.04000091552734,Baisse,41.65,Technology,2372330.0,100.0,2025-10-23 11:52:33
QBTS,ACHAT,4.866,27.290000915527344,Baisse,46.33,Technology,66098366.67,100.0,2025-10-23 11:52:33
RBRK,ACHAT,7.211,76.8499984741211,Baisse,42.97,Technology,3688616.67,100.0,2025-10-23 11:52:33
SMSN.L,VENTE,-0.491,1681.0,Hausse,63.32,Technology,12722.87,71.42857142857142,2025-10-23 11:52:33
SMTC,ACHAT,7.211,65.12999725341797,Baisse,47.01,Technology,1206623.33,60.00000000000001,2025-10-23 11:52:33
TMDX,ACHAT,5.352,119.54000091552734,Hausse,58.39,Healthcare,570306.67,66.66666666666666,2025-10-23 11:52:33
TSM,ACHAT,7.211,288.8800048828125,Baisse,52.2,Technology,10041610.0,80.0,2025-10-23 11:52:33
WELL,ACHAT,5.798,175.94000244140625,Hausse,58.53,Real Estate,3409470.0,100.0,2025-10-23 11:52:33
