Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
0038.HK,ACHAT,3.76,7.210000038146973,Baisse,51.46,Industrials,4403157.63,100.0,2025-08-20 21:03:20
0066.HK,ACHAT,5.76,27.299999237060547,Baisse,41.54,Industrials,5902027.87,0.0,2025-08-20 21:03:20
0083.HK,ACHAT,8.39,9.390000343322754,Hausse,60.0,Real Estate,5559301.57,0.0,2025-08-20 21:03:20
0101.HK,ACHAT,8.39,7.940000057220459,Hausse,59.6,Real Estate,10593355.4,0.0,2025-08-20 21:03:20
1810.HK,ACHAT,8.55,52.54999923706055,Baisse,42.57,Technology,126396922.6,66.66666666666666,2025-08-20 21:03:20
1COV.DE,ACHAT,4.11,60.5,Hausse,51.13,Basic Materials,25006.87,0.0,2025-08-20 21:03:20
9618.HK,ACHAT,6.1,122.5,Baisse,44.68,Consumer Cyclical,14423274.67,0.0,2025-08-20 21:03:20
9988.HK,ACHAT,7.02,117.5,Baisse,51.25,Consumer Cyclical,84320522.67,100.0,2025-08-20 21:03:20
ABBN.SW,ACHAT,3.355,53.599998474121094,Hausse,59.86,Industrials,2140409.17,100.0,2025-08-20 21:03:20
ABBV,ACHAT,8.525,208.55999755859375,Hausse,71.03,Healthcare,4960366.83,100.0,2025-08-20 21:03:20
ABR,ACHAT,6.95,11.515000343322754,Hausse,56.7,Real Estate,2618627.6,0.0,2025-08-20 21:03:20
ADYEN.AS,ACHAT,5.93,1453.199951171875,Baisse,43.72,Technology,84384.17,72.72727272727273,2025-08-20 21:03:20
AEM,ACHAT,3.79,133.55999755859375,Hausse,59.37,Basic Materials,2491163.8,0.0,2025-08-20 21:03:20
AG,ACHAT,5.19,8.514399528503418,Baisse,50.75,Basic Materials,15977452.27,100.0,2025-08-20 21:03:20
AGI,ACHAT,4.45,26.239999771118164,Hausse,52.2,Basic Materials,3396017.83,100.0,2025-08-20 21:03:20
AGS,VENTE,-2.88,12.489999771118164,Hausse,76.85,Consumer Cyclical,0.0,0.0,2025-08-20 21:03:20
AIR.PA,ACHAT,3.71,179.13999938964844,Baisse,51.01,Industrials,920511.8,80.0,2025-08-20 21:03:20
ALK,ACHAT,3.498,55.959999084472656,Hausse,56.55,Industrials,2521179.4,66.66666666666666,2025-08-20 21:03:20
ALTD.PA,ACHAT,4.32,0.02800000086426735,Baisse,49.26,Industrials,28215165.1,0.0,2025-08-20 21:03:20
AMD,ACHAT,8.03,162.97999572753906,Baisse,49.66,Technology,65473995.2,75.0,2025-08-20 21:03:20
AMT,ACHAT,6.95,208.40499877929688,Baisse,44.26,Real Estate,2122576.17,0.0,2025-08-20 21:03:20
AOS,ACHAT,2.988,72.0,Hausse,56.46,Industrials,1024294.83,0.0,2025-08-20 21:03:20
ASML.AS,ACHAT,2.67,638.2000122070312,Hausse,54.15,Technology,440943.83,0.0,2025-08-20 21:03:20
AU,ACHAT,6.25,53.380001068115234,Baisse,52.44,Basic Materials,1946158.63,0.0,2025-08-20 21:03:20
AVB,ACHAT,4.91,190.72999572753906,Hausse,47.34,Real Estate,685733.87,0.0,2025-08-20 21:03:20
AZN.L,ACHAT,7.605,11976.0,Hausse,75.85,Healthcare,2362529.4,0.0,2025-08-20 21:03:20
BAX,ACHAT,3.416,24.325000762939453,Baisse,43.42,Healthcare,7398736.27,100.0,2025-08-20 21:03:20
BIIB,ACHAT,6.476,137.94000244140625,Hausse,59.84,Healthcare,1098738.57,100.0,2025-08-20 21:03:20
CAR,VENTE,-2.2,147.17999267578125,Baisse,36.27,Industrials,1139483.87,66.66666666666666,2025-08-20 21:03:20
CARR,ACHAT,6.84,66.625,Baisse,40.17,Industrials,4712849.17,0.0,2025-08-20 21:03:20
CAT,ACHAT,4.78,419.44000244140625,Hausse,55.7,Industrials,3038167.13,100.0,2025-08-20 21:03:20
CCI,ACHAT,8.99,102.55000305175781,Baisse,46.31,Real Estate,3181938.47,0.0,2025-08-20 21:03:20
CCRD,ACHAT,4.528,27.059999465942383,Baisse,46.97,Technology,99292.17,71.42857142857143,2025-08-20 21:03:20
COLL,ACHAT,8.771,38.209999084472656,Hausse,69.57,Healthcare,352035.37,100.0,2025-08-20 21:03:20
CRL,ACHAT,6.094,158.01499938964844,Baisse,50.09,Healthcare,936644.27,100.0,2025-08-20 21:03:20
CRON,ACHAT,4.133,2.390000104904175,Hausse,56.94,Healthcare,2469351.27,0.0,2025-08-20 21:03:20
CVNA,ACHAT,5.98,332.2099914550781,Baisse,45.73,Consumer Cyclical,3030268.13,0.0,2025-08-20 21:03:20
