Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
0066.HK,ACHAT,5.289999999999999,28.139999389648438,Hausse,52.82,Industrials,5054322.4,0.0,2025-08-12 14:04:40
0083.HK,ACHAT,6.260000000000001,9.4399995803833,Hausse,69.25,Real Estate,5948078.73,0.0,2025-08-12 14:04:40
0101.HK,ACHAT,7.310000000000001,8.130000114440918,Hausse,68.63,Real Estate,11858409.93,0.0,2025-08-12 14:04:40
1810.HK,ACHAT,3.19,51.70000076293945,Baisse,37.84,Technology,127445620.87,66.66666666666666,2025-08-12 14:04:40
2020.HK,ACHAT,7.0200000000000005,89.80000305175781,Baisse,45.77,Consumer Cyclical,8873639.27,0.0,2025-08-12 14:04:40
2386.HK,ACHAT,5.289999999999999,6.230000019073486,Hausse,55.88,Industrials,3274513.37,100.0,2025-08-12 14:04:40
9618.HK,ACHAT,6.1000000000000005,122.69999694824219,Baisse,42.23,Consumer Cyclical,13928299.13,0.0,2025-08-12 14:04:40
ABBN.SW,ACHAT,4.145,53.7400016784668,Hausse,64.99,Industrials,2171988.0,100.0,2025-08-12 14:04:40
ABBV,ACHAT,6.689,198.63999938964844,Hausse,61.23,Healthcare,5084570.0,100.0,2025-08-12 14:04:40
ABR,ACHAT,5.396,11.8100004196167,Hausse,59.41,Real Estate,2350156.67,0.0,2025-08-12 14:04:40
ADYEN.AS,ACHAT,4.349,1463.0,Baisse,41.19,Technology,56557.2,66.66666666666666,2025-08-12 14:04:40
AGS,VENTE,-2.88,12.489999771118164,Hausse,76.85,Consumer Cyclical,0.0,0.0,2025-08-12 14:04:40
AGX,ACHAT,4.609,228.0800018310547,Hausse,53.39,Industrials,401583.33,66.66666666666666,2025-08-12 14:04:40
AIR.PA,ACHAT,5.119,177.32000732421875,Hausse,51.74,Industrials,884753.9,80.0,2025-08-12 14:04:40
ALHF.PA,ACHAT,3.83,4.309999942779541,Hausse,50.75,Technology,7059.03,83.33333333333334,2025-08-12 14:04:40
ALK,ACHAT,5.142,51.13999938964844,Baisse,47.13,Industrials,2484330.0,66.66666666666666,2025-08-12 14:04:40
AMD,ACHAT,4.303,172.27999877929688,Hausse,62.55,Technology,57222653.33,75.0,2025-08-12 14:04:40
AMT,ACHAT,2.8280000000000003,206.0800018310547,Baisse,36.64,Real Estate,1893083.33,0.0,2025-08-12 14:04:40
AMZN,ACHAT,6.2940000000000005,221.3000030517578,Baisse,49.55,Consumer Cyclical,40946783.33,0.0,2025-08-12 14:04:40
AN,ACHAT,8.169,198.6199951171875,Hausse,51.29,Consumer Cyclical,493810.0,0.0,2025-08-12 14:04:40
AOS,ACHAT,5.67,70.52999877929688,Hausse,54.47,Industrials,1146180.0,0.0,2025-08-12 14:04:40
ASML.AS,ACHAT,4.072000000000001,623.2999877929688,Hausse,49.77,Technology,546707.07,0.0,2025-08-12 14:04:40
AU,ACHAT,3.694,56.79999923706055,Hausse,67.62,Basic Materials,1952600.0,0.0,2025-08-12 14:04:40
AZN.L,ACHAT,5.52,11022.0,Hausse,56.1,Healthcare,2055841.97,0.0,2025-08-12 14:04:40
BABA,ACHAT,6.2940000000000005,118.63999938964844,Baisse,52.04,Consumer Cyclical,9494103.33,100.0,2025-08-12 14:04:40
BAS.DE,ACHAT,4.3180000000000005,44.290000915527344,Hausse,53.93,Basic Materials,1797053.47,0.0,2025-08-12 14:04:40
BIIB,ACHAT,6.093999999999999,128.0,Baisse,45.85,Healthcare,1035393.33,100.0,2025-08-12 14:04:40
BURL,ACHAT,6.2940000000000005,270.44000244140625,Baisse,51.87,Consumer Cyclical,636026.67,100.0,2025-08-12 14:04:40
CAR,VENTE,-2.24,153.0800018310547,Baisse,28.98,Industrials,866536.67,66.66666666666666,2025-08-12 14:04:40
CAT,ACHAT,5.142,408.5400085449219,Baisse,49.41,Industrials,2693936.67,100.0,2025-08-12 14:04:40
CCI,ACHAT,6.908,103.77999877929688,Baisse,46.91,Real Estate,2747140.0,0.0,2025-08-12 14:04:40
CCRD,ACHAT,2.47,27.43000030517578,Baisse,49.12,Technology,83676.67,75.0,2025-08-12 14:04:40
