Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
0038.HK,ACHAT,10.34,7.269999980926514,Hausse,51.34,Industrials,4050375.2,100.0,2025-09-05 17:48:45
0101.HK,ACHAT,5.364,8.489999771118164,Hausse,70.28,Real Estate,11953846.53,80.0,2025-09-05 17:48:45
2382.HK,ACHAT,6.18,79.80000305175781,Hausse,52.84,Technology,11441629.63,100.0,2025-09-05 17:48:45
2386.HK,VENTE,-2.02,6.840000152587891,Hausse,64.27,Industrials,7494991.63,100.0,2025-09-05 17:48:45
2628.HK,ACHAT,6.5,22.579999923706055,Baisse,48.0,Financial Services,100496497.4,75.0,2025-09-05 17:48:45
AAPL,ACHAT,3.384,239.77999877929688,Hausse,70.13,Technology,53052236.67,100.0,2025-09-05 17:48:45
AGL,VENTE,-2.91,1.2100000381469727,Baisse,39.44,Healthcare,16386986.67,0.0,2025-09-05 17:48:45
AMT,VENTE,-0.55,195.08999633789062,Baisse,31.52,Real Estate,2395720.0,0.0,2025-09-05 17:48:45
AVGO,ACHAT,3.473,306.1000061035156,Hausse,58.92,Technology,12270290.0,66.66666666666666,2025-09-05 17:48:45
BMW.DE,ACHAT,6.294,88.81999969482422,Baisse,51.66,Consumer Cyclical,520660.87,100.0,2025-09-05 17:48:45
CAP.PA,ACHAT,4.41,123.19999694824219,Hausse,46.29,Technology,282507.9,66.66666666666666,2025-09-05 17:48:45
COLL,ACHAT,4.651,39.22999954223633,Hausse,66.56,Healthcare,403280.0,100.0,2025-09-05 17:48:45
CSCO,ACHAT,3.029,67.98999786376953,Baisse,49.3,Technology,19536860.0,100.0,2025-09-05 17:48:45
CTSH,ACHAT,2.825,71.44999694824219,Baisse,45.94,Technology,3973620.0,100.0,2025-09-05 17:48:45
CVS,ACHAT,5.287,73.69000244140625,Hausse,72.47,Healthcare,7231783.33,75.0,2025-09-05 17:48:45
CVX,ACHAT,6.017,157.69000244140625,Hausse,57.03,Energy,7616333.33,0.0,2025-09-05 17:48:45
DTE.DE,ACHAT,2.816,31.639999389648438,Hausse,56.58,Communication Services,3265293.53,60.0,2025-09-05 17:48:45
FINV,VENTE,-0.4,7.78000020980835,Baisse,34.93,Financial Services,2030240.0,0.0,2025-09-05 17:48:45
FRO,ACHAT,9.527,21.770000457763672,Hausse,67.34,Energy,2172326.67,0.0,2025-09-05 17:48:45
FSK,VENTE,-5.35,18.030000686645508,Baisse,36.28,Financial Services,2127350.0,0.0,2025-09-05 17:48:45
HEI.DE,ACHAT,4.608,199.5500030517578,Baisse,49.2,Basic Materials,286942.23,100.0,2025-09-05 17:48:45
IONQ,ACHAT,3.044,42.11000061035156,Hausse,52.38,Technology,16294146.67,100.0,2025-09-05 17:48:45
LLOY.L,ACHAT,6.1,80.63999938964844,Baisse,48.77,Financial Services,89822500.03,69.23076923076923,2025-09-05 17:48:45
LYFT,ACHAT,3.813,16.790000915527344,Hausse,63.89,Technology,14551143.33,100.0,2025-09-05 17:48:45
MCD,ACHAT,6.126,316.989990234375,Hausse,71.97,Consumer Cyclical,2094423.33,100.0,2025-09-05 17:48:45
MELI,ACHAT,6.44,2417.800048828125,Hausse,51.8,Consumer Cyclical,211973.33,66.66666666666666,2025-09-05 17:48:45
NBIX,ACHAT,4.702,140.39999389648438,Hausse,61.19,Healthcare,888000.0,66.66666666666666,2025-09-05 17:48:45
NOVN.SW,ACHAT,4.651,104.0999984741211,Hausse,69.02,Healthcare,2379773.87,66.66666666666666,2025-09-05 17:48:45
NTES,ACHAT,2.74,133.13999938964844,Baisse,51.3,Communication Services,768260.0,60.0,2025-09-05 17:48:45
NXE,ACHAT,9.527,7.599999904632568,Hausse,58.66,Energy,6435490.0,62.5,2025-09-05 17:48:45
RBLX,ACHAT,2.92,129.7899932861328,Hausse,57.33,Communication Services,9107356.67,66.66666666666666,2025-09-05 17:48:45
RGTI,ACHAT,4.646,15.119999885559082,Baisse,49.17,Technology,36565350.0,100.0,2025-09-05 17:48:45
RMS.PA,VENTE,-3.849,2013.0,Baisse,34.69,Consumer Cyclical,54577.2,0.0,2025-09-05 17:48:45
SCSC,ACHAT,3.044,44.70000076293945,Hausse,58.06,Technology,275356.67,66.66666666666666,2025-09-05 17:48:45
SNOW,ACHAT,3.133,221.89999389648438,Hausse,56.36,Technology,5241593.33,60.0,2025-09-05 17:48:45
STAN.L,ACHAT,10.974,1383.5,Hausse,54.31,Financial Services,3582239.93,71.42857142857143,2025-09-05 17:48:45
STNG,ACHAT,12.378,51.439998626708984,Hausse,72.1,Energy,620966.67,60.0,2025-09-05 17:48:45
SWK,ACHAT,4.72,74.73999786376953,Hausse,56.41,Industrials,1286703.33,66.66666666666666,2025-09-05 17:48:45
TDY,ACHAT,3.473,547.0,Hausse,55.07,Technology,176470.0,75.0,2025-09-05 17:48:45
TSLA,ACHAT,7.36,338.5299987792969,Hausse,54.5,Consumer Cyclical,50217780.0,75.0,2025-09-05 17:48:45
VNA.DE,VENTE,-0.558,26.139999389648438,Baisse,32.0,Real Estate,1919900.9,0.0,2025-09-05 17:48:45
XOM,ACHAT,8.16,112.4000015258789,Hausse,58.05,Energy,15180970.0,0.0,2025-09-05 17:48:45
ZS,ACHAT,4.667,268.25,Baisse,41.32,Technology,1624663.33,100.0,2025-09-05 17:48:45
