Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
2318.HK,ACHAT,7.300000000000001,54.5,Hausse,65.17,Financial Services,54115887.2,0.0,2025-07-25 19:34:36
ABBN.SW,ACHAT,6.1000000000000005,53.15999984741211,Hausse,69.01,Industrials,2632760.67,0.0,2025-07-25 19:34:36
AXSM,VENTE,-2.8000000000000003,100.83000183105469,Baisse,38.36,Healthcare,444351.7,66.66666666666666,2025-07-25 19:34:36
ENR.DE,ACHAT,8.0,96.86000061035156,Hausse,61.54,Industrials,1099689.6,100.0,2025-07-25 19:34:36
ETOR,ACHAT,5.6,65.08000183105469,Hausse,60.96,Financial Services,885793.8,0.0,2025-07-25 19:34:36
GOOGL,ACHAT,8.8,193.17999267578125,Hausse,71.48,Communication Services,39675466.6,0.0,2025-07-25 19:34:36
HMY,ACHAT,7.4,14.029999732971191,Baisse,45.82,Basic Materials,3471123.37,100.0,2025-07-25 19:34:36
MSFT,ACHAT,7.25,513.7100219726562,Hausse,71.51,Technology,12415570.03,70.0,2025-07-25 19:34:36
NVDA,ACHAT,7.25,173.5,Hausse,71.03,Technology,163295921.1,66.66666666666666,2025-07-25 19:34:36
QCOM,ACHAT,6.6,158.39999389648438,Hausse,54.55,Technology,7111899.03,66.66666666666666,2025-07-25 19:34:36
