Symbole,Signal,Score,Prix,Tendance,RSI,Domaine,Volume moyen,Fiabilite,detection_time
AMD,VENTE,-1.91,166.47000122070312,Hausse,75.85,Technology,52392023.33,75.0,2025-07-27 20:03:37
AMZN,ACHAT,10.3,231.44000244140625,Hausse,65.62,Consumer Cyclical,39323620.0,66.66666666666666,2025-07-27 20:03:37
BABA,ACHAT,8.206,120.02999877929688,Hausse,60.5,Consumer Cyclical,10001560.0,60.0,2025-07-27 20:03:37
DBK.DE,ACHAT,5.07,28.360000610351562,Hausse,69.52,Financial Services,6351829.63,60.0,2025-07-27 20:03:37
FLEX,ACHAT,7.148,49.9900016784668,Baisse,52.38,Technology,4782103.33,71.42857142857143,2025-07-27 20:03:37
GOOGL,ACHAT,9.905000000000001,193.17999267578125,Hausse,71.48,Communication Services,39682956.67,100.0,2025-07-27 20:03:37
GS,ACHAT,6.075,728.97998046875,Hausse,69.19,Financial Services,2154466.67,60.0,2025-07-27 20:03:37
INOD,ACHAT,8.82,49.20000076293945,Hausse,53.36,Technology,2270133.33,75.0,2025-07-27 20:03:37
NVDA,ACHAT,4.303,173.5,Hausse,71.03,Technology,157233413.33,66.66666666666666,2025-07-27 20:03:37
OKTA,ACHAT,4.072000000000001,101.0999984741211,Hausse,55.99,Technology,2911306.67,75.0,2025-07-27 20:03:37
QCOM,ACHAT,6.130000000000001,158.39999389648438,Hausse,54.55,Technology,6822523.33,0.0,2025-07-27 20:03:37
TSM,ACHAT,6.162000000000001,245.60000610351562,Hausse,67.12,Technology,8147130.0,75.0,2025-07-27 20:03:37
